year,player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
2022,Zay Flowers,97268,WR,BOSTON COL,12,10.4,15,62.9,58.3,7,12,0,9.3,8,49,121,2,64.9,56,76,,76.6,0,0,5,69,0,0,506,1,78,95.8,485,32.8,166,106.1,124,12,66.6,337,1077,503,6.4,13.8,2.22
2022,Tyrin Smith,145487,WR,UTEP,12,13.3,14,58.2,16.7,2,12,0,11.3,9,45,330,1,50,55.6,72.8,,73.5,0,0,3,74,0,0,424,2,71,94.8,402,77.6,329,95.2,122,7,22.4,95,1047,306,4.3,14.7,2.6
2022,Jacob Cowing,100894,WR,ARIZONA,12,8.4,16,69.7,50,5,10,0,7.6,7,50,109,1,71.6,46.7,79,,80,0,0,4,39,0,0,502,1,85,95.2,478,70.7,355,100.9,122,7,28.9,145,1034,638,7.5,12.2,2.16
2022,Marvin Harrison Jr.,145056,WR,OHIO STATE,13,14.3,9,65.3,60,18,30,0,3.8,3,61,260,1,85.1,55.7,90.2,,89.9,0,0,1,58,0,0,422,1,77,94.1,397,13.7,58,137.1,118,14,86.3,364,1263,323,4.2,16.4,3.18
2022,Jalen McMillan,131905,WR,WASHINGTON,13,13.1,16,66.9,33.3,5,15,0,8.1,7,54,340,0,70.4,81,77.5,,77.5,1,5,3,84,0,0,496,2,79,95.4,473,92.5,459,111.5,118,9,5.6,28,1098,430,5.4,13.9,2.32
2022,Josh Downs,122832,WR,N CAROLINA,11,8.8,7,81,72.2,13,18,1,3.1,3,54,245,1,88.7,68.4,82.9,,86.6,0.2,1,0,43,0,0,491,4,94,96.3,473,82.7,406,135.2,116,11,14.3,70,1029,375,4,10.9,2.18
2022,Will Sheppard,124360,WR,VANDERBILT,12,13.5,13,51.7,27,10,37,1,4.8,3,41,333,2,80.4,45.8,75.2,,76.3,0.3,1,6,31,0,0,388,3,60,93.6,363,19.6,76,77.1,116,9,80.2,311,768,274,4.6,12.8,2.12
2022,Brian Cobbs,84285,WR,UTAH ST,13,12.8,9,65.5,65.2,15,23,0,6.2,5,43,329,0,76.7,75.8,72.5,67.8,73.5,0,0,7,44,0.6,3,480,1,76,90,432,5.4,26,79.1,116,5,94.2,452,923,211,2.8,12.1,2.14
2022,Corey Crooms,97276,WR,W MICHIGAN,12,13,9,49.6,24,6,25,0,5,3,36,347,0,79.4,75,75.1,,75.8,0,0,6,75,0,0,425,1,57,93.4,397,77.4,329,65.8,115,5,22.4,95,818,291,5.1,14.4,2.06
2022,Jason Brownlee,121451,WR,SO MISS,13,15,9,47.8,45.5,15,33,0,6.8,4,40,296,1,69.1,48.7,77.3,,77,0,0,8,76,0,0,414,4,55,91.3,378,8.7,36,68.4,115,8,91.3,378,891,257,4.7,16.2,2.36
2022,Xavier Worthy,144718,WR,TEXAS,13,17.6,4,52.2,38.5,5,13,0,10.6,7,36,311,1,60.3,68,69.8,60.9,70.1,0,0,3,46,0.2,1,416,1,59,95.2,396,22.1,92,86,113,8,77.4,322,757,324,5.5,12.8,1.91
2022,Jalen Cropper,97273,WR,FRESNO ST,14,10.2,19,73.5,25,3,12,0,6.7,6,48,169,0,70.5,77.2,74.7,,75,0.2,1,3,75,0,0,478,1,83,95.2,455,17.2,82,107.1,113,5,82.6,395,1089,528,6.4,13.1,2.39
2022,Demario Douglas,104155,WR,LIBERTY,13,12.3,20,67.9,46.7,7,15,0,5,4,46,206,0,76.7,72.6,83.5,,85,0,0,7,51,0,0,414,0,76,93.5,387,84.5,350,87.5,112,6,13,54,996,469,6.2,13.1,2.57
2022,Joshua Cephus,98095,WR,UTSA,13,8.2,18,76.8,52.9,9,17,0,2.3,2,47,331,1,90.7,67.7,74.3,54.4,77.4,1,5,1,65,0,0,517,3,86,94.6,489,87.8,454,116.4,112,6,10.3,53,973,506,5.9,11.3,1.99
2022,Jose Barbon,78032,WR,TEMPLE,12,11.2,16,63.1,55.6,15,27,0,6.7,5,41,306,0,74.3,77.4,71.6,,71.7,0,0,3,78,0,0,476,1,70,96.4,459,22.1,105,82.9,111,2,77.9,371,892,350,5,12.7,1.94
2022,Justin Marshall,61394,WR,BUFFALO,13,14.5,3,58.2,46.2,18,39,1,5.9,4,39,126,0,76.2,75,72.4,,74.7,0,0,2,69,0,0,455,4,64,96.3,438,5.7,26,102,110,9,94.3,429,837,161,2.5,13.1,1.91
2022,Trey Palmer,99248,WR,NEBRASKA,12,13.5,13,64.5,30.4,7,23,0,12.3,10,40,238,1,54,64.4,83.7,,83.6,0.3,1,5,87,0,0,336,3,71,95.2,320,67.3,226,103.7,110,9,32.1,108,1043,385,5.4,14.7,3.26
2022,Rome Odunze,73774,WR,WASHINGTON,12,13.8,10,68.2,25,4,16,0,5.1,4,53,340,0,80.3,76.6,79.1,,79,0,0,1,61,0,0,486,1,75,94,457,15.8,77,119.7,110,7,84,408,1145,343,4.6,15.3,2.51
2022,Shocky Jacques-Louis,77960,WR,AKRON,12,12.3,7,67.3,44.4,12,27,0,3.9,3,45,102,1,79.9,60.4,72,70.3,73.5,0,0,4,41,0.4,2,544,5,74,95,517,12.9,70,83.8,110,2,86.9,473,917,223,3,12.4,1.77
2022,Keylon Stokes,65080,WR,TULSA,12,12.1,17,69.1,62.5,15,24,0,8.4,7,48,320,1,67.9,70.4,79.9,,80.9,0,0,4,76,0,0,461,1,76,94.1,434,97.2,448,115.1,110,8,2.6,12,1224,416,5.5,16.1,2.82
2022,Sam Pinckney,84197,WR,COAST CAR,13,12.4,13,64.5,50,11,22,0,7.8,6,42,141,1,65.7,53,72.5,61,73.3,0,0,3,48,0.2,1,415,2,71,93.5,388,7,29,91.3,110,3,93,386,996,222,3.1,14,2.57
2022,Mac Hippenhammer,61591,WR,MIAMI OH,13,16.9,0,51.4,73.7,14,19,0,3.4,2,36,221,0,83.8,74.3,72.9,,74,0,0,3,58,0,0,417,3,56,96.2,401,7.2,30,91,109,9,92.8,387,787,144,2.6,14.1,1.96
2022,Elijah Cooks,61501,WR,S JOSE ST,12,13.3,8,64.2,50,20,40,0,5.4,4,50,285,0,79.7,75.5,83,,83.6,0,0,0,52,0,0,497,1,70,93.8,466,11.1,55,127.7,109,10,88.9,442,1086,275,3.9,15.5,2.33
2022,Tory Horton,128232,WR,COLO STATE,12,12.9,15,65.1,44.4,8,18,0,10.1,8,38,144,1,62.9,83,78.9,,79.9,0.2,1,6,69,0,0,438,1,71,93.4,409,18.5,81,101.1,109,8,81.3,356,1131,415,5.8,15.9,2.77
2022,Daniel George,84378,WR,AKRON,12,10,10,62,13.6,3,22,1,1.5,1,37,102,1,90.9,29.8,67,61.8,67.7,0,0,3,43,0.2,1,577,2,67,95.5,551,13.3,77,78.6,108,2,86.7,500,784,296,4.4,11.7,1.42
2022,Jaylen Hall,61825,WR,W KENTUCKY,14,11.5,10,62.6,41.4,12,29,0,10.7,8,37,346,1,59.8,68.8,58.5,,57.4,0,0,2,52,0,0,637,1,67,95.4,608,8,51,98.8,107,6,91.8,585,863,343,5.1,12.9,1.42
2022,Grant DuBose,111276,WR,CHARLOTTE,12,11.7,12,59.4,44.8,13,29,1,8.7,6,43,136,0,66.6,63.4,71.6,61.2,72.8,0,0,4,52,0.2,1,466,2,63,91.2,425,13.5,63,95.4,106,9,86.1,401,793,302,4.8,12.6,1.87
2022,Emeka Egbuka,145055,WR,OHIO STATE,13,10.2,7,69.8,52.9,9,17,0,6.3,5,53,260,0,76,86,83.1,,84,1.2,5,2,69,0,0,404,1,74,94.8,383,68.3,276,129.1,106,10,30.2,122,1151,526,7.1,15.6,3.01
2022,Bryce Ford-Wheaton,78127,WR,W VIRGINIA,12,11.5,5,59,52.9,18,34,0,8.8,6,36,343,0,66.5,74.8,69.7,,70.3,0,0,6,67,0,0,414,1,62,94.2,390,5.8,24,76.5,105,7,94.2,390,675,265,4.3,10.9,1.73
2022,Isaiah Williams,97156,WR,ILLINOIS,13,3.6,27,78.8,62.5,5,8,0,5.7,5,35,187,2,78.5,41.4,74.9,62.1,76.6,0.3,1,3,63,0.3,1,366,1,82,94,344,83.3,305,100.4,104,5,16.1,59,743,683,8.3,9.1,2.16
2022,Ryan O'Keefe,101139,WR,UCF,13,6.5,16,71.2,37.5,3,8,0,10.8,9,33,323,0,59.4,67.1,69.7,64.5,67.5,0,0,1,68,0.5,2,400,1,74,93.3,373,45.3,181,103.4,104,5,54.5,218,750,500,6.8,10.1,2.01
2022,Jeremy Singleton,61289,WR,GA SOUTHRN,12,9.1,2,64.1,26.9,7,26,0,2.9,2,31,174,0,87,75.1,68.7,,68.5,0,0,4,65,0,0,458,0,66,95.2,436,7,32,74.7,103,2,92.8,425,714,288,4.4,10.8,1.64
2022,Tre Harris,122676,WR,LA TECH,12,10.8,9,62.7,47.1,16,34,0,8.6,6,37,208,1,69.3,55.3,77.8,70.3,80.5,0.2,1,4,64,0.5,2,425,0,64,92.2,392,12.5,53,108.5,102,10,87.1,370,925,403,6.3,14.5,2.36
2022,Quian Williams,61237,WR,BUFFALO,13,11.6,9,60.8,28.6,6,21,0,1.6,1,40,126,2,86,46.5,69.3,,68.6,0,0,3,59,0,0,462,2,62,95.2,440,36.1,167,86.3,102,5,63.9,295,721,219,3.5,11.6,1.64
2022,Tyler Hudson,102567,WR,LOUISVILLE,12,12.5,11,67.6,64.3,18,28,0,4.2,3,47,210,1,84.4,32.5,79.4,,81.3,0,0,3,54,0,0,392,6,69,93.6,367,8.4,33,95,102,2,91.6,359,1034,335,4.9,15,2.82
2022,J.Michael Sturdivant,146288,WR,CAL,12,10.7,6,63.7,47.4,9,19,0,14.5,11,36,130,0,46.6,75.4,69.8,,70.6,0,0,2,48,0,0,459,1,65,94.6,434,34.2,157,100.7,102,7,65.8,302,755,300,4.6,11.6,1.74
2022,Derwin Burgess Jr.,147111,WR,GA SOUTHRN,10,11.9,6,57.4,52.4,11,21,0,6.5,4,39,174,0,73.9,74.9,64.9,,65.1,0,0,6,53,0,0,459,4,58,95,436,17.6,81,77.9,101,7,82.1,377,717,236,4.1,12.4,1.64
2022,Malik Washington,97108,WR,NWESTERN,12,9.2,24,64.4,40,10,25,0,1.5,1,31,256,2,90.7,34.7,71.1,,73.2,0.5,2,6,49,0,0,406,1,65,95.8,389,77.8,316,63.2,101,1,21.2,86,701,347,5.3,10.8,1.8
2022,LaJohntay Wester,123616,WR,FAU,12,10.3,12,61.4,42.9,9,21,1,8.8,6,33,165,1,66.4,71.1,70,63.1,70,0.2,1,3,42,0.2,1,403,5,62,96,387,90.8,366,96.9,101,8,8.7,35,718,299,4.8,11.6,1.86
2022,Michael Mayer,122906,TE,NOTRE DAME,12,8.1,12,66.3,65.4,17,26,1,5.6,4,44,258,1,77.7,54.1,92.5,52.8,91.6,39.9,143,4,37,3.4,12,358,2,67,92.5,331,45,161,103.9,101,9,14.2,51,809,325,4.9,12.1,2.44
2022,Elijhah Badger,131603,WR,ARIZONA ST,12,10.2,25,70,53.3,8,15,1,6.7,5,41,110,1,74.2,54.4,76.1,,77.3,0,0,1,39,0,0,403,4,70,94.5,381,24.3,98,115.5,100,7,75.7,305,863,345,4.9,12.3,2.27
2022,Jalen Wayne,61640,WR,S ALABAMA,13,14,6,57,23.1,3,13,1,10.9,7,42,288,0,59.3,74.4,69.2,61,69.5,0,0,6,64,0.2,1,450,3,57,96,432,18.9,85,88.4,100,9,81.1,365,812,287,5,14.2,1.88
2022,Malik Nabers,146759,WR,LSU,14,11.8,21,72,61.9,13,21,0,5.3,4,50,211,1,79.4,56.6,77.6,63.6,77.6,0,0,2,75,0.2,1,445,1,72,93,414,40.2,179,106.1,100,3,59.8,266,1017,418,5.8,14.1,2.46
2022,Javon Baker,123904,WR,UCF,14,13.4,11,56,52.4,11,21,0,12.5,8,40,323,0,50.7,74.9,72.4,,71.9,0.2,1,1,53,0,0,417,1,56,94,392,11,46,94.4,100,5,88.7,370,796,225,4,14.2,2.03
2022,Evan Stewart,158674,WR,TEXAS A&M,10,11.5,10,53.5,33.3,8,24,0,14.5,9,29,312,1,48.8,49.3,68.9,,68.7,0,0,4,43,0,0,385,1,53,94.8,365,11.2,43,63.7,99,2,88.8,342,643,156,2.9,12.1,1.76
2022,Sam Wiglusz,88315,WR,OHIO,14,9.7,8,74.5,53.8,7,13,0,6.4,5,41,259,0,75.2,81.7,80.5,76.2,81.9,0,0,1,75,0.5,2,409,0,73,95.1,389,94.4,386,135.3,98,11,5.6,23,893,353,4.8,12.2,2.3
2022,Smoke Harris,78918,WR,LA TECH,12,4.5,25,67.3,38.5,5,13,0,13.2,10,26,208,1,53.3,71.3,63.3,68.1,65.5,1,4,3,74,0.3,1,395,2,66,93.4,369,88.1,348,88.8,98,5,7.3,29,620,526,8,9.4,1.68
2022,Dorian Singer,146243,WR,ARIZONA,12,12.7,5,67.3,50,12,24,0,8.3,6,45,109,1,68.4,54.5,74.7,79.3,75.6,0.2,1,2,73,0.4,2,536,0,66,94.8,508,30.4,163,117.1,98,6,68.7,368,1105,392,5.9,16.7,2.18
2022,Ronnie Bell,84288,WR,MICHIGAN,14,11.5,10,63.9,16.7,3,18,0,7.5,5,38,222,2,72.1,31.1,76.9,,77.3,0.8,3,3,49,0,0,368,0,62,94.6,348,41,151,94.5,97,4,57.9,213,892,318,5.1,14.4,2.56
2022,Quentin Johnston,123085,WR,TCU,14,12.9,19,61.9,34.8,8,23,0,11.8,8,38,305,1,56.4,51,76.2,,77,0,0,4,76,0,0,365,0,60,95.9,350,15.6,57,102.9,97,6,84.4,308,1067,532,8.9,17.8,3.05
2022,Nikko Remigio,84150,WR,FRESNO ST,14,6.9,16,77.1,14.3,1,7,0,3.9,3,46,169,2,79.7,63,77.4,61,78.5,1.7,6,1,39,0.3,1,361,2,74,94.5,341,84.2,304,119.8,96,6,12.7,46,852,435,5.9,11.5,2.5
2022,Daewood Davis,61584,WR,W KENTUCKY,12,11.7,11,66.3,37.5,9,24,1,10,7,40,346,0,63.5,75.2,67.9,48.9,68.7,0,0,0,62,0.2,1,492,3,63,95.5,470,5.9,29,119.8,95,7,94.1,463,863,315,5,13.7,1.84
2022,Devontez Walker,145773,WR,KENT STATE,12,15.9,12,61.1,28.6,4,14,0,10.8,7,41,201,1,59.9,50.9,74.9,,77,0,0,2,56,0,0,376,2,58,93.4,351,18.1,68,123.2,95,11,81.9,308,921,279,4.8,15.9,2.62
2022,JuanCarlos Santana,78056,WR,TULSA,12,15.2,7,56.4,58.8,10,17,1,13.1,8,34,320,1,52,47,62.6,,63.6,0,0,1,59,0,0,495,6,53,94.3,467,3.6,18,107.5,94,7,96.4,477,859,152,2.9,16.2,1.84
2022,Jamari Thrash,97399,WR,GA STATE,12,14.9,16,66,50,6,12,0,6.1,4,45,175,0,77.3,75.1,80.1,,81.5,0,0,2,75,0,0,412,6,62,92.7,382,13.3,55,122.8,94,7,86.7,357,1123,419,6.8,18.1,2.94
2022,Xavier Weaver,101130,WR,USF,9,12.3,10,57,45.5,5,11,0,11.7,7,36,327,2,57.5,29.4,77,,77.5,0,0,3,63,0,0,251,1,53,95.6,240,19.5,49,89.7,93,6,80.5,202,716,248,4.7,13.5,2.98
2022,Jaylin Lane,121811,WR,MIDDLE TN,11,7.6,16,74.2,44.4,8,18,0,4.2,3,43,224,0,82.9,71.7,76.3,,77.6,0.2,1,2,89,0,0,431,1,69,93.7,404,9.7,42,115,93,5,90,388,940,578,8.4,13.6,2.33
2022,Jared Wayne,99691,WR,PITTSBURGH,12,14.7,14,64.5,62.5,15,24,0,7.7,5,44,268,1,70.8,50.8,79.9,,82.2,0.5,2,0,66,0,0,396,3,60,95.5,378,13.6,54,121.3,93,5,85.9,340,1062,325,5.4,17.7,2.81
2022,Dalton Kincaid,91791,TE,UTAH,12,8.7,16,75.3,50,9,18,0,2.8,2,49,328,0,88.3,75.4,90.2,59.5,91.8,35.4,142,4,37,4,16,401,4,70,92,369,55.1,221,115.4,93,8,9.5,38,890,397,5.7,12.7,2.41
2022,C.J. Johnson,104187,WR,E CAROLINA,13,10,15,72,50,10,20,0,4.3,3,42,156,2,78.4,33.5,74.4,67.8,76.4,0.4,2,1,74,0.2,1,452,2,67,94.2,426,79.2,358,139,93,10,19.2,87,1016,465,6.9,15.2,2.38
2022,Devaughn Vele,100637,WR,UTAH,14,12.2,2,59.1,40.9,9,22,0,5.2,3,39,328,1,73.1,58.7,70.2,,69.9,0,0,2,47,0,0,473,0,55,95.3,451,32.3,153,91.5,93,5,67.7,320,695,175,3.2,12.6,1.54
2022,Oronde Gadsden II,144046,WR,SYRACUSE,13,12.2,8,65.6,52.6,10,19,0,6.2,4,51,304,0,76.2,75,82.2,80.2,82.7,1.8,8,4,46,0.7,3,453,3,61,92.7,420,79.2,359,103.6,93,6,18.3,83,966,246,4,15.8,2.3
2022,Antwane Wells Jr.,138470,WR,S CAROLINA,13,8.9,19,75,43.8,7,16,1,2.8,2,36,289,3,87.6,24.4,71.7,,74.5,0,0,4,72,0,0,397,5,69,95.7,380,38.3,152,110.8,92,6,61.2,243,941,555,8,13.6,2.48
2022,Kris Thornton,61795,WR,JAMES MAD,11,14.1,4,65.2,44.4,8,18,0,3.2,2,39,197,0,85.2,76.2,84.8,62.1,86.5,0,0,3,54,0.3,1,363,4,60,96.4,350,80.4,292,114,92,7,19.6,71,1011,367,6.1,16.9,2.89
2022,Odieu Hilaire,120861,WR,BOWL GREEN,13,10.4,16,63.7,63.6,7,11,0,6.5,4,26,122,1,74.9,53.6,68.7,,68.8,0.2,1,2,59,0,0,415,1,58,93.5,388,55.2,229,102.1,91,6,44.6,185,744,363,6.3,12.8,1.92
2022,Reynaldo Flores,83794,WR,UTEP,12,13.4,2,53.8,56.5,13,23,0,15.5,9,33,330,0,45.8,64,71.6,67.7,68.7,0.9,4,4,38,0.2,1,426,2,49,94.1,401,15.3,65,56.9,91,1,80,341,538,112,2.3,11,1.34
2022,Brennan Presley,122982,WR,OKLA STATE,13,7.1,19,73.6,60,3,5,0,6.9,5,39,262,1,73.2,74,72.6,,72.3,0,0,2,55,0,0,430,0,67,94.9,408,94.7,407,98.7,91,2,5.3,23,811,435,6.5,12.1,1.99
2022,B.J. Casteel,61133,WR,NEVADA,12,13.9,1,52.7,35.7,5,14,0,11.1,6,23,239,0,58.9,74,59.7,,61.6,0.7,3,3,75,0,0,416,3,48,95.4,397,60.1,250,73.7,91,4,38.7,161,585,194,4,12.2,1.47
2022,Thayer Thomas,61515,WR,NC STATE,13,10.6,4,62.6,52.9,9,17,0,6.6,4,33,248,0,68.6,67.6,68.7,,67.9,0,0,2,75,0,0,428,2,57,92.3,395,96.7,414,89.5,91,4,3.3,14,649,252,4.4,11.4,1.64
2022,Alex Adams,124085,WR,AKRON,11,10.3,7,70,63.6,7,11,0,12.5,9,40,102,0,53.1,74.8,67.2,,67.1,0,0,5,80,0,0,485,0,63,95.5,463,97.1,471,110.2,90,9,2.5,12,855,334,5.3,13.6,1.85
2022,Devin Voisin,97427,WR,S ALABAMA,13,11.3,9,71.1,41.7,5,12,0,4.5,3,40,288,1,81.7,52.3,73.9,62.6,74.1,0,0,3,47,0.2,1,454,3,64,95.6,434,21.6,98,106.3,90,5,78.2,355,871,366,5.7,13.6,2.01
2022,Elijah Spencer,145575,WR,CHARLOTTE,12,13.3,16,63.3,59.1,13,22,0,6.6,4,39,136,1,74.5,49,79.3,63.2,81,0,0,6,60,0.4,2,450,1,57,91.8,413,25.1,113,103.4,90,9,74.9,337,928,357,6.3,16.3,2.25
2022,Jalon Calhoun,97272,WR,DUKE,12,9.6,15,68.9,33.3,5,15,0,3.1,2,34,154,1,86.8,66.2,76.5,61,79.7,0.3,1,0,51,0.3,1,367,2,62,94.3,346,58.9,216,114.3,90,4,40.1,147,863,381,6.1,13.9,2.49
2022,Sam LaPorta,101690,TE,IOWA,12,7.1,20,64.4,37.5,6,16,0,9.4,6,32,192,1,64.1,74.9,80.1,63.4,85.3,48.4,156,3,58,3.4,11,322,0,58,93.2,300,30.1,97,75.6,90,1,20.5,66,648,368,6.3,11.2,2.16
2022,Jalin Hyatt,124282,WR,TENNESSEE,12,14.1,8,75.3,60,3,5,0,6.9,5,37,307,0,73.5,75.4,77.4,,78.2,0.2,1,0,78,0,0,425,1,67,91.1,387,87.3,371,156.5,89,15,12.2,52,1267,489,7.3,18.9,3.27
2022,Ali Jennings,145344,WR,DOMINION,9,16.2,5,61.4,52.2,12,23,0,6.9,4,42,263,1,72.7,47.4,81.8,,82.2,0,0,1,77,0,0,339,2,54,95.6,324,16.8,57,128,88,9,83.2,282,959,205,3.8,17.8,2.96
2022,Luke McCaffrey,101634,WR,RICE,11,11.4,15,65.9,62.5,15,24,1,7.9,5,36,275,0,70.2,57.7,77,,77.4,0,0,6,66,0,0,345,4,58,93,321,70.7,244,85.6,88,6,28.7,99,723,274,4.7,12.5,2.25
2022,Tyler Scott,123578,WR,CINCINNATI,11,12.7,12,62.5,55,11,20,0,11.3,7,34,138,0,58.3,74.6,72.1,,73.2,0.3,1,3,76,0,0,371,1,55,97.6,362,3.2,12,116.9,88,9,96.5,358,904,361,6.6,16.4,2.5
2022,Keon Coleman,144949,WR,MICH STATE,12,12.3,9,65.9,62.5,10,16,0,4.9,3,37,223,0,80.2,74.6,76.1,,75.7,0,0,3,51,0,0,416,3,58,92.5,385,5.5,23,107.1,88,7,94.5,393,798,244,4.2,13.8,2.07
2022,Jonathan Mingo,97774,WR,OLE MISS,13,14.5,8,58.6,41.2,7,17,0,7.3,4,35,226,1,72.6,54.8,76.9,75.2,78.6,9.1,40,5,72,0.7,3,440,4,51,91.4,402,35,154,87.4,87,5,55.9,246,861,373,7.3,16.9,2.14
2022,Jordan Moore,143865,WR,DUKE,13,10,6,69,33.3,5,15,0,1.6,1,29,154,0,85.5,75.2,71,62.1,71.2,0.2,1,0,52,0.2,1,409,0,60,93.2,381,41.1,168,110.1,87,5,57.9,237,656,289,4.8,10.9,1.72
2022,Jeremiah Hunter,131650,WR,CAL,11,14.4,8,69,53.8,7,13,1,3.2,2,42,130,1,85,52.7,78.2,,80.4,2.3,9,3,58,0,0,396,1,60,94.7,375,11.6,46,110.6,87,5,86.1,341,965,259,4.3,16.1,2.57
2022,Malik Heath,124173,WR,OLE MISS,13,13,7,69,42.9,6,14,2,7.7,5,41,226,0,70.2,74.6,76,,77.4,0.2,1,2,53,0,0,415,5,60,91.6,380,6.3,26,115.6,87,5,93.5,388,971,359,6,16.2,2.56
2022,Marvin Mims Jr.,122937,WR,OKLAHOMA,13,17,7,62.1,54.5,6,11,0,6.9,4,38,261,1,69,72.4,75.5,61,77.1,0.2,1,1,77,0.2,1,419,2,54,94,394,30.1,126,123.8,87,6,68.7,288,1082,440,8.1,20,2.75
2022,Caullin Lacy,121426,WR,S ALABAMA,13,8.7,14,74.4,44.4,4,9,0,4.5,3,37,288,0,81.5,84.9,75,,75.9,0,0,2,44,0,0,416,2,64,95.7,398,64.9,270,117.1,86,6,33.7,140,813,465,7.3,12.7,2.04
2022,Jaylin Noel,125155,WR,IOWA STATE,12,6.8,7,69.8,25,1,4,1,10.4,7,31,193,1,60.8,73.2,62.8,,63.6,1.7,7,2,54,0,0,404,4,60,95.8,387,81.4,329,89.9,86,3,14.4,58,572,320,5.3,9.5,1.48
2022,Tyrese Chambers,109628,WR,FIU,10,11.8,4,58.8,47.6,10,21,0,10.7,6,31,166,0,59.6,80.3,67.8,,68.5,0,0,2,36,0,0,320,1,50,95,304,2.5,8,83.2,85,4,97.2,311,535,146,2.9,10.7,1.76
2022,Jerjuan Newton,97308,WR,TOLEDO,14,15.8,12,61.2,60,9,15,1,1.9,1,35,316,3,88.2,21.6,67.3,,68.2,2.1,11,5,43,0,0,525,2,52,95.2,500,25.9,136,103.1,85,9,72,378,801,169,3.3,15.4,1.6
2022,Jayden Reed,78171,WR,MICH STATE,11,11.8,3,65.5,64.7,11,17,0,8.3,5,28,223,0,68,47,70.4,,71.2,0,0,1,35,0,0,378,2,55,91.8,347,22.2,84,103.1,84,5,77,291,636,222,4,11.6,1.83
