year,player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
2018,Antoine Wesley,39967,WR,TEXAS TECH,12,127,0,315,16.6,2,52.4,33.3,3,9,0,0,9,0,81.5,74.7,0,66,0,0,87,11,94.3,82,128.2,21,16.5,4,216,105,9.5,19.6,2.63,0,11.2,9,73.5,66.7,12,18,2.7,2,43,0,88.2,80.3,1,58,0,0,445,72,95.1,423,120.7,98,77.2,4,1131,495,6.9,15.7,2.67
2018,Adrian Hardy,42172,WR,LA TECH,13,127,0,208,12.9,8,56.1,85.7,6,7,17.9,5,18,0,40.4,74.7,1,54,0,0,167,23,93.4,156,91.3,41,32.3,1,438,186,8.1,19,2.81,0,12.7,8,61,26.7,4,15,13,7,31,2,53.7,71,2,51,0,0,306,47,97.1,297,86.7,77,60.6,2,664,231,4.9,14.1,2.24
2018,Olamide Zaccheaus,44920,WR,VIRGINIA,13,127,0,335,6.8,5,71.1,100,2,2,10,3,17,0,63.3,82.9,1,86,0,0,122,27,93.4,114,120.2,38,29.9,3,397,267,9.9,14.7,3.48,0,7,16,74.4,28.6,2,7,7.6,5,25,0,61.9,74.4,1,38,0,0,281,61,96.4,271,99.2,82,64.6,2,631,336,5.5,10.3,2.33
2018,Jonathan Duhart,47666,WR,DOMINION,12,127,0,263,12.7,4,58.1,46.2,6,13,14.3,3,14,0,50.6,79.9,2,83,0,0,107,18,90.7,97,107.9,31,24.4,3,392,192,10.7,21.8,4.04,0,12.8,12,61,64.3,9,14,7.4,4,28,1,70.2,66.1,3,36,0,0,365,50,97.8,357,72.6,82,64.6,1,608,119,2.4,12.2,1.7
2018,Tyler Johnson,48054,WR,MINNESOTA,13,126,0,225,12.1,3,55.8,61.5,8,13,17.1,6,27,0,40.8,86.5,0,52,0,0,163,29,93.9,153,112.9,52,41.3,4,483,194,6.7,16.7,3.16,0,13.3,8,68.8,50,7,14,8.3,4,30,2,67,84.7,4,52,0,0,190,44,93.2,177,96.4,64,50.8,4,648,232,5.3,14.7,3.66
2018,Greg Dortch,42237,WR,WAKE,12,126,0,339,8.6,9,70.2,46.2,6,13,2.4,1,22,0,91.1,83.3,3,38,0,0,185,40,94.6,175,97.2,57,45.2,4,481,203,5.1,12,2.75,0,8.1,3,72.6,20,1,5,6.3,3,26,0,74.1,83,1,54,0,0,211,45,96.7,204,105.6,62,49.2,2,580,266,5.9,12.9,2.84
2018,Antonio Gandy-Golden,39993,WR,LIBERTY,11,125,0,206,11,4,54.5,66.7,6,9,18.2,4,13,0,40.8,73.1,0,50,0,0,137,18,94.9,130,105,33,26.4,2,295,131,7.3,16.4,2.27,0,15.7,13,57.6,47.8,11,23,9.3,5,36,0,64.9,79.1,4,39,0,0,289,49,96.2,278,89.2,85,68,6,717,214,4.4,14.6,2.58
2018,Kalija Lipscomb,29112,WR,VANDERBILT,13,124,0,333,12.4,1,61.9,47.1,8,17,7.1,2,18,0,70.7,82.2,0,68,0,0,138,26,92,127,114.7,42,33.9,3,375,142,5.5,14.4,2.95,0,8.1,10,78.1,69.2,9,13,3.4,2,26,1,84.4,78.3,3,38,0,0,226,57,97.8,221,88.8,73,58.9,2,528,203,3.6,9.3,2.39
2018,Jakobi Meyers,47468,WR,NC STATE,12,121,0,248,9.7,2,75.8,71.4,5,7,3.8,1,17,0,77.8,82.4,0,39,0,0,113,25,97.3,110,130.5,33,27.3,2,357,119,4.8,14.3,3.25,0,8.8,10,76.6,91.7,11,12,1.7,1,28,0,93.1,81,4,35,0.7,2,276,59,94.9,262,79.3,77,63.6,0,647,237,4,11,2.47
2018,Lil'Jordan Humphrey,42247,WR,TEXAS,14,120,0,311,12.5,6,65.7,63.6,7,11,8,2,19,0,67.6,86.1,1,47,0.7,1,140,23,92.1,129,121,35,29.2,3,399,150,6.5,17.3,3.09,0,7.8,22,72.8,69.2,9,13,6.3,4,33,1,74.4,75.9,3,40,0.3,1,328,59,96.3,316,109.4,81,67.5,6,726,425,7.2,12.3,2.3
2018,Cedric Byrd II,75938,WR,HAWAII,14,119,0,180,11.7,2,59.1,50,3,6,7.1,2,18,1,70,69.2,1,42,0,0,174,26,92,160,93.5,44,37,3,305,91,3.5,11.7,1.91,0,11,3,71.2,20,1,5,6,3,28,0,75,64,3,55,0,0,425,47,97.4,414,102.7,66,55.5,4,633,212,4.5,13.5,1.53
2018,Damonte Coxie,61419,WR,MEMPHIS,14,118,0,218,13.7,1,53.3,54.5,6,11,11.1,2,15,0,58.6,77.6,1,39,0,0,101,16,91.1,92,64.6,30,25.4,0,230,44,2.8,14.4,2.5,0,12,20,67.5,59.1,13,22,8.2,5,37,0,68,84.7,0,75,0,0,291,56,94.8,276,133.9,83,70.3,7,945,398,7.1,16.9,3.42
2018,Kelvin Harmon,47931,WR,NC STATE,12,117,0,248,12.4,1,86.7,77.8,7,9,7.1,2,18,0,78.4,89.1,0,49,0,0,116,26,95.7,111,156.7,30,25.6,5,363,72,2.8,14,3.27,0,15.9,4,65.4,50,9,18,3.6,2,36,0,77.1,78.7,0,74,0.3,1,294,53,95.9,282,106.2,81,69.2,2,804,181,3.4,15.2,2.85
2018,David Sills V,34579,WR,W VIRGINIA,12,117,0,343,15,0,36.4,28.6,4,14,14.3,2,9,0,41.3,64,0,23,0,0,111,12,90.1,100,89.9,33,28.2,6,142,14,1.2,11.8,1.42,0,14.2,9,62.3,42.9,6,14,5.9,3,29,1,75.4,72.8,3,65,0,0,343,48,96.5,331,107.5,77,65.8,6,809,293,6.1,16.9,2.44
2018,Marquez Stevenson,41838,WR,HOUSTON,13,115,0,182,14.8,5,52,0,0,3,13.3,2,7,0,53.7,65.1,0,50,0,0,97,13,92.8,90,101.6,25,21.7,2,177,83,6.4,13.6,1.97,0,8.3,11,69.4,22.2,2,9,10.6,7,33,1,62,77.5,1,79,0,0,291,59,94.5,275,114.6,85,73.9,5,815,454,7.7,13.8,2.96
2018,A.J. Brown,48327,WR,OLE MISS,12,115,0,226,13.8,4,59,36.4,4,11,8,2,16,0,67.6,76.4,2,84,0,0,167,23,94,157,110.2,39,33.9,4,432,195,8.5,18.8,2.75,0,9.7,12,81.4,57.1,4,7,5,3,29,1,78.7,77.5,2,51,0,0,260,57,96.2,250,108.3,70,60.9,1,819,367,6.4,14.4,3.28
2018,Sean Modster,47919,WR,BOISE ST,13,113,0,120,13.2,0,51.5,66.7,4,6,5.6,1,10,0,71.9,66.3,1,34,0,0,111,17,97.3,108,78.1,33,29.2,2,202,34,2,11.9,1.87,0,16,6,65.8,41.7,5,12,3.8,2,33,0,82,78.9,2,54,0,0,316,50,97.5,308,109.9,76,67.3,5,766,125,2.5,15.3,2.49
2018,N'Keal Harry,48297,WR,ARIZONA ST,12,113,0,110,10.7,8,61.2,58.8,10,17,3.2,1,23,1,80.5,91.5,1,61,0,0,148,30,91.9,136,132.5,49,43.4,7,568,273,9.1,18.9,4.18,0,10.4,7,67.2,41.2,7,17,9.3,4,22,0,64.6,70.1,0,41,0,0,256,39,96.9,248,95.8,58,51.3,1,445,194,5,11.4,1.79
2018,Parris Campbell,47940,WR,OHIO STATE,14,111,0,260,5.8,1,65,100,2,2,18.8,3,9,0,41.3,68.3,0,71,1.4,1,71,13,90.1,64,142.3,20,18,3,223,159,12.2,17.2,3.48,0,4.5,13,84.5,60,3,5,2.7,2,37,0,87.8,88.1,1,78,0.4,1,240,71,94.6,227,125.4,84,75.7,6,805,626,8.8,11.3,3.55
2018,Kirk Merritt,35096,WR,ARK STATE,13,110,0,113,8,3,66.7,100,2,2,9.1,1,6,0,62.9,61.5,0,33,0,0,83,10,91.6,76,86,15,13.6,0,102,70,7,10.2,1.34,0,4,22,77.1,57.1,4,7,4.5,3,31,0,81.4,84.5,4,73,0,0,322,64,97.2,313,103.5,83,75.5,4,821,656,10.3,12.8,2.62
2018,Johnathan Boone,40288,WR,NEW MEX ST,12,109,0,242,15.5,0,41.9,27.3,3,11,7.1,1,10,0,67.8,62.2,2,32,0,0,157,13,94.3,148,45.6,31,28.4,1,184,16,1.2,14.2,1.24,0,12,6,59.2,28.6,2,7,17.6,9,26,0,37.3,62.5,1,24,0,0,342,42,96.8,331,78.2,71,65.1,1,477,130,3.1,11.4,1.44
2018,Laviska Shenault Jr.,61220,WR,COLORADO,9,108,0,143,10.7,6,74.2,75,3,4,8,2,14,1,66.8,82.4,0,89,2.4,2,85,23,89.4,76,155.6,31,28.7,5,393,181,7.9,17.1,5.17,0,4.5,23,83.6,100,5,5,4.7,3,31,0,80.5,86.7,2,43,1.7,4,230,61,93,214,94.9,73,67.6,1,614,447,7.3,10.1,2.87
2018,K.J. Osborn,23503,WR,BUFFALO,14,107,0,126,12.7,1,57.9,0,0,1,0,0,10,0,82.7,77.2,1,31,2.4,2,83,11,84.3,70,94,19,17.8,2,139,57,5.2,12.6,1.99,0,17.4,12,48.8,11.1,2,18,13,6,25,1,55.5,72.3,1,75,0.9,3,323,40,92.6,299,91.4,82,76.6,4,737,288,7.2,18.4,2.46
2018,Travis Fulgham,48023,WR,DOMINION,12,107,0,263,15.4,0,51.9,60,3,5,12.5,2,13,0,57.1,80.2,0,45,0,0,106,14,90.6,96,120.4,27,25.2,3,247,34,2.4,17.6,2.57,0,16.5,4,63.4,55.6,10,18,6.3,3,35,0,73.8,75.7,3,62,0,0,362,45,97.5,353,104.6,71,66.4,4,827,175,3.9,18.4,2.34
2018,Quez Watkins,61664,WR,SO MISS,11,107,0,296,10.5,2,61.1,30,3,10,12,3,14,0,57.5,77.2,0,28,0,0,117,22,93.2,109,123.8,36,33.6,5,270,144,6.5,12.3,2.48,0,8.6,10,71.2,55.6,5,9,0,0,26,1,92,75.6,1,57,0,0,271,47,96.3,261,106.7,66,61.7,3,577,360,7.7,12.3,2.21
2018,Scott Miller,47481,WR,BOWL GREEN,11,107,0,122,14,0,52.8,25,2,8,9.5,2,14,1,62.7,78.1,2,63,0,0,104,19,96.2,100,97,36,33.6,6,298,118,6.2,15.7,2.98,0,11.6,3,72.7,50,4,8,5.9,3,34,0,75,81.4,2,76,0,0,265,48,92.8,246,115.5,66,61.7,3,796,250,5.2,16.6,3.24
2018,DaMarkus Lodge,47858,WR,OLE MISS,11,106,0,226,16.2,4,52.9,50,7,14,5.3,1,13,0,72.8,74.3,2,33,0,0,135,18,93.3,126,64.3,34,32.1,1,268,86,4.8,14.9,2.13,0,14.3,6,65.6,50,4,8,12.5,6,26,0,48.1,73.2,0,51,0,0,248,42,96,238,99.2,64,60.4,1,572,216,5.1,13.6,2.4
2018,Stanley Morgan,48110,WR,NEBRASKA,12,106,0,238,15.6,4,47.8,40,2,5,0,0,8,0,82.2,70.2,0,32,0,0,116,11,92.2,107,84.5,23,21.7,1,155,66,6,14.1,1.45,0,12.5,7,73.1,54.5,6,11,5,3,34,0,78.7,76.6,2,67,0,0,330,57,97.6,322,118.9,78,73.6,5,846,317,5.6,14.8,2.63
2018,Jalen Hurd,45752,WR,BAYLOR,12,106,0,118,10.4,1,61.8,12.5,1,8,19.2,5,17,0,37,69.5,0,38,2,3,150,21,93.3,140,99.9,34,32.1,1,298,104,5,14.2,2.13,0,10.6,11,68.7,22.2,2,9,8,4,34,0,68.2,77.6,3,36,0.3,1,291,46,96.2,280,85.2,67,63.2,1,637,254,5.5,13.8,2.28
2018,Austin Trammell,52195,WR,RICE,13,106,0,275,7.9,0,40,44.4,4,9,11.1,1,5,0,61,62.5,0,20,0,0,86,8,97.7,84,69.4,20,18.9,1,83,23,2.9,10.4,0.99,0,7.5,5,62.5,25,1,4,9.1,5,24,0,64.9,69.3,7,53,0,0,290,50,98.6,286,48.4,80,75.5,1,510,221,4.4,10.2,1.78
2018,TJ Rahming,47767,WR,DUKE,13,105,0,154,9.3,2,63.3,50,1,2,13.6,3,14,0,52.3,70.1,1,85,0,0,111,19,97.3,108,110.1,30,28.6,5,213,114,6,11.2,1.97,0,5.2,5,74.7,0,0,3,5.1,3,23,0,78.8,70.2,1,62,0,0,294,56,95.9,282,105.3,75,71.4,3,597,362,6.5,10.7,2.12
2018,Flynn Nagel,48118,WR,NWESTERN,13,104,0,256,9.1,6,68.3,50,4,8,3.4,1,17,0,80,86.9,2,61,0,0,125,28,94.4,118,93.2,41,39.4,2,377,180,6.4,13.5,3.19,0,7.4,4,65,45.5,5,11,7.1,3,18,0,70.5,62.2,3,22,0,0,264,39,96.2,254,61.6,60,57.7,0,377,200,5.1,9.7,1.48
2018,Hakeem Butler,47928,WR,IOWA STATE,13,104,0,193,13.3,2,57.7,54.5,6,11,16.7,3,15,0,36.7,77.1,0,40,0,0,89,15,87.6,78,102.7,26,25,1,248,76,5.1,16.5,3.18,0,17.6,13,58.1,57.9,11,19,15.7,8,30,0,44.4,80,3,83,0,0,317,43,95.9,304,112.7,74,71.2,6,1018,323,7.5,23.7,3.35
2018,Riley Miller,34826,WR,BALL ST,12,104,0,117,12.5,0,48.8,54.5,6,11,0,0,14,1,85.9,73.1,0,32,0,0,126,20,94.4,119,82.6,41,39.4,2,232,39,2,11.6,1.95,0,14.5,2,67.2,58.3,7,12,4.9,2,27,0,77.3,70.5,1,52,0,0,319,39,95.3,304,112.4,58,55.8,3,616,133,3.4,15.8,2.03
2018,JoJo Ward,75940,WR,HAWAII,14,104,0,180,12.9,1,36.4,0,0,2,11.1,1,7,0,61,55.6,1,30,0,0,178,8,92.1,164,62.3,22,21.2,2,98,26,3.3,12.3,0.6,0,15.8,6,53.2,30,3,10,14.6,7,27,1,47.3,62,2,75,0,0,392,41,97.7,383,102.5,77,74,6,755,247,6,18.4,1.97
2018,Aaron Fuller,47537,WR,WASHINGTON,14,103,0,340,11.2,2,51.1,23.1,3,13,4,1,14,0,77.8,77,1,41,0,0,141,24,93.6,132,78.1,47,45.6,2,317,131,5.5,13.2,2.4,0,11.8,6,66.7,55.6,5,9,10.5,4,25,0,60.1,72.9,2,46,0.4,1,258,34,93,240,92.4,51,49.5,1,546,210,6.2,16.1,2.28
2018,Collin Johnson,47808,WR,TEXAS,13,103,0,311,14.1,3,61.1,66.7,6,9,0,0,16,0,87.4,84.6,0,36,2.2,3,139,22,89.9,125,110.5,36,35,2,337,70,3.2,15.3,2.7,0,13.1,6,68.3,53.3,8,15,4.4,2,28,0,79.4,72.1,0,45,0.3,1,345,43,96.8,334,115.7,63,61.2,3,618,192,4.5,14.4,1.85
2018,Papi White,45926,WR,OHIO,13,103,0,259,16.2,0,48.5,42.9,3,7,11.1,2,14,0,58.8,77.5,1,54,0,0,105,16,92.4,97,101.6,33,32,3,328,93,5.8,20.5,3.38,0,12.5,8,69.5,33.3,3,9,6.8,3,28,3,72,80,2,76,0,0,214,41,94.4,202,112.7,59,57.3,4,627,267,6.5,15.3,3.1
2018,Marquise Brown,61568,WR,OKLAHOMA,14,103,0,261,10.7,6,70,0,0,2,0,0,10,0,83.3,88.1,1,45,0,0,64,14,92.2,59,108.3,20,19.4,1,263,152,10.9,18.8,4.46,0,13.9,11,72.4,42.9,3,7,9.8,6,39,0,63.5,83.1,2,77,0,0,289,55,95.8,277,134.2,76,73.8,7,1005,466,8.5,18.3,3.63
2018,Rico Bussey Jr.,45380,WR,N TEXAS,12,102,0,251,12.8,4,50,20,1,5,15.8,3,14,0,49.2,75.3,0,55,0,0,104,16,92.3,96,117.8,32,31.4,6,265,143,8.9,16.6,2.76,0,15.7,5,71.9,55.6,5,9,14.8,8,28,0,46.3,73.4,2,68,0,0,283,46,96.1,272,110.6,64,62.7,3,707,205,4.5,15.4,2.6
2018,Justin Hall,61158,WR,BALL ST,12,102,0,117,8.9,1,72.2,25,1,4,7.1,1,6,0,67.5,61.6,1,32,0,0,105,13,96.2,101,70.6,18,17.6,0,136,53,4.1,10.5,1.35,0,5.4,11,68.3,25,1,4,11.1,7,23,1,59.2,68.2,3,61,0,0,276,56,95.3,263,68.4,82,80.4,0,486,379,6.8,8.7,1.85
2018,Jerry Jeudy,61103,WR,ALABAMA,15,101,0,103,13.3,7,62.9,60,3,5,0,0,17,0,86.7,82.8,1,81,0,0,144,22,98.6,142,134.2,35,34.7,5,444,199,9,20.2,3.13,0,15,10,69.5,75,3,4,8.9,4,30,2,65.3,81.4,5,79,0,0,242,41,94.6,229,105,59,58.4,5,830,292,7.1,20.2,3.62
2018,Teddy Veal,26490,WR,LA TECH,12,100,0,208,8.7,2,57.6,33.3,2,6,9.5,2,11,0,63.6,67.4,1,41,0,0,153,19,94.1,144,78.1,33,33,1,242,67,3.5,12.7,1.68,0,5.6,8,76.6,25,1,4,10.9,6,22,0,59,68.7,1,36,0.7,2,276,49,96.4,266,89.6,64,64,0,464,326,6.7,9.5,1.74
2018,Tay Martin,61811,WR,WASH STATE,13,100,0,341,11,2,63.6,20,1,5,6.7,1,7,0,69,60.5,1,50,0,0,138,14,94.2,130,100.9,22,22,2,182,65,4.6,13,1.4,0,8.3,5,71,28.6,2,7,3.9,2,23,0,81.7,63.8,4,38,0,0,377,49,97.1,366,85.7,69,69,4,484,241,4.9,9.9,1.32
2018,Reggie Roberson Jr.,61815,WR,SMU,10,100,0,287,14,0,48.1,55.6,5,9,23.5,4,9,0,32.1,67.4,0,37,0,0,83,13,91.6,76,110.6,27,27,3,203,45,3.5,15.6,2.67,0,14.4,2,52.9,43.8,7,16,11.9,5,22,0,62.6,70.3,3,59,0.4,1,243,37,98.4,239,72.7,70,70,2,586,183,4.9,15.8,2.45
2018,Josh Oliver,47083,TE,S JOSE ST,12,99,0,285,8,2,62.5,55.6,5,9,6.3,1,12,0,69.9,79,0,24,13.4,16,119,15,83.2,99,96.2,24,24.2,1,162,65,4.3,10.8,1.64,0,11.4,6,57.8,66.7,10,15,7.5,3,26,0,69.3,76.7,2,70,12.7,46,361,37,84.8,306,77.1,64,64.6,1,533,194,5.2,14.4,1.74
2018,K.J. Hill,28025,WR,OHIO STATE,14,98,0,260,7.6,4,55.2,28.6,2,7,11.1,2,14,0,58.6,81.3,0,42,1.1,1,91,16,87.9,80,87.3,29,29.6,0,273,157,9.8,17.1,3.41,0,6.6,5,79.4,66.7,2,3,5.7,3,27,1,76.4,76.1,1,36,0,0,238,50,95.8,228,120.9,63,64.3,4,600,371,7.4,12,2.63
2018,Miles Boykin,48209,WR,NOTRE DAME,13,98,0,258,14.1,0,45,20,1,5,0,0,8,0,80.9,75.8,0,24,0,0,96,9,93.8,90,104.8,20,20.4,3,123,40,4.4,13.7,1.37,0,15.7,1,64.8,40,6,15,4.2,2,34,1,80.3,75.5,3,40,0,0,326,46,97.5,318,98,71,72.4,4,694,161,3.5,15.1,2.18
2018,Jovon Durante,47716,WR,FAU,12,98,0,165,5.4,3,70,0,0,2,12.5,1,3,0,56.4,61.9,0,32,0,0,56,7,100,56,92.9,10,10.2,0,78,59,8.4,11.1,1.39,0,12.5,6,68.3,37.5,3,8,6.7,4,29,0,73.1,78.8,5,55,0.3,1,287,56,95.8,275,89.7,82,83.7,4,785,434,7.8,14,2.85
2018,Deebo Samuel,48274,WR,S CAROLINA,12,98,0,289,10.3,2,41.4,44.4,4,9,7.7,1,5,0,66.1,60,2,32,0,0,121,12,86.8,105,45,29,29.6,2,99,54,4.5,8.3,0.94,0,8.2,19,73.8,44.4,4,9,2.2,1,27,0,86.5,86.6,1,89,0,0,242,45,94.6,229,135.6,61,62.2,5,755,530,11.8,16.8,3.3
2018,Ron'Quavion Tarver,48171,WR,UTAH ST,13,97,0,329,13.2,0,46.2,60,3,5,29.4,5,9,0,22.5,63.8,0,29,0,0,87,12,90.8,79,102.1,26,26.8,3,144,16,1.3,12,1.82,0,9,6,81,60,6,10,0,0,20,1,92.5,70.8,0,42,0,0,275,51,96,264,111.7,63,64.9,2,521,179,3.5,10.2,1.97
2018,Justin McInnis,47865,WR,ARK STATE,13,97,0,113,11,2,63.6,50,3,6,17.6,3,10,0,43.5,68.8,1,25,0,0,84,14,90.5,76,80.9,22,22.7,1,156,53,3.8,11.1,2.05,0,9.3,11,63.5,20,2,10,7,3,25,1,71.6,69.6,1,78,0,0,296,40,97,287,98.4,63,64.9,3,517,280,7,12.9,1.8
2018,Tyler Vaughns,40283,WR,USC,12,97,0,326,11.1,4,63.6,53.8,7,13,0,0,12,0,86.7,70.9,0,35,0,0,149,21,93.3,139,114.2,33,34,3,228,54,2.6,10.9,1.64,0,12.8,3,56.1,33.3,5,15,8.6,3,19,0,67.3,65.2,0,48,0,0,253,32,95.3,241,91.2,57,58.8,2,419,112,3.5,13.1,1.74
2018,Kaleb Fossum,33966,WR,NEVADA,13,97,0,239,4.8,2,70.6,0,0,1,0,0,6,0,66.1,62.9,0,28,0,0,93,12,93.5,87,114.8,17,17.5,1,140,93,7.8,11.7,1.61,0,6.7,7,75,25,1,4,6.9,4,29,0,72.3,71.9,3,34,0.3,1,293,54,96.9,284,79.7,72,74.2,0,562,277,5.1,10.4,1.98
2018,Anthony Johnson,41706,WR,BUFFALO,13,96,0,126,15.3,6,73.9,75,3,4,0,0,11,0,84.7,90.9,1,52,0,0,63,17,88.9,56,137.2,23,24,3,332,95,5.6,19.5,5.93,0,19.4,7,56.1,50,4,8,7.5,3,24,0,69.9,74.7,4,75,0,0,245,37,92.7,227,94.9,66,68.8,6,651,185,5,17.6,2.87
