year,player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
2019,Branden Mack,39902,WR,TEMPLE,13,115,0,306,15.3,1,34.5,70,7,10,33.3,5,10,0,18.9,59,0,75,0,0,131,10,93.9,123,86.4,29,25.2,2,227,62,6.2,22.7,1.85,0,13.3,8,59.2,52.9,9,17,4.5,2,24,0,78.9,67.1,3,63,0,0,319,42,96.2,307,81.5,71,61.7,3,573,171,4.1,13.6,1.87
2019,Jason-Matthew Sharsh,52065,WR,HAWAII,15,115,0,180,8.9,2,75,75,3,4,10,3,13,0,61.6,66.3,0,27,0,0,143,27,97.2,139,100.9,36,31.3,1,234,72,2.7,8.7,1.68,0,10.2,5,75.8,60,3,5,0,0,31,0,92.4,69.5,2,30,0,0,361,50,95.3,344,98,66,57.4,2,559,192,3.8,11.2,1.63
2019,Denzel Mims,47800,WR,BAYLOR,14,113,0,118,14.6,3,57.5,37.5,6,16,14.8,4,19,1,48.8,81.6,0,30,0,0,130,23,94.6,123,121.6,40,35.4,4,367,83,3.6,16,2.98,0,15.4,4,59.7,52.6,10,19,5.1,2,26,1,71,74,1,46,0,0,292,37,93.8,274,105.5,62,54.9,4,579,101,2.7,15.6,2.11
2019,Cornelius McCoy,84196,WR,GA STATE,13,112,0,175,17.8,1,25,0,0,5,16.7,1,4,0,53.4,60.8,2,20,0,0,77,5,92.2,71,16.7,20,17.9,1,52,9,1.8,10.4,0.73,0,10.3,7,70.2,80,4,5,7.8,5,36,0,69.4,76.1,0,44,0,0,314,59,95.5,300,109.4,84,75,4,663,253,4.3,11.2,2.21
2019,Sam James,78123,WR,W VIRGINIA,12,112,0,343,12.9,5,50,33.3,2,6,15.4,2,7,0,51.7,64.2,2,22,0,0,107,11,89.7,96,44.7,22,19.6,1,125,64,5.8,11.4,1.3,0,9.6,7,65.8,41.7,5,12,12.3,7,18,0,54.9,66.2,2,51,0,0,274,50,96.7,265,76.7,76,67.9,1,481,280,5.6,9.6,1.82
2019,Taysir Mack,41635,WR,PITTSBURGH,12,111,0,268,13.2,0,48.6,46.7,7,15,10,2,13,0,61.3,70.5,1,48,0,0,130,18,96.2,125,67.7,37,33.3,1,243,69,3.8,13.5,1.94,0,12.4,1,60,68.8,11,16,9.3,4,22,1,64.7,66.6,1,48,0,0,307,39,95.1,292,79.7,65,58.6,1,451,87,2.2,11.6,1.54
2019,Andrew Parchment,41928,WR,KANSAS,12,111,0,198,11.1,1,61.9,40,2,5,7.1,1,6,0,67.8,64,0,32,0,0,90,13,91.1,82,94.3,21,18.9,1,125,35,2.7,9.6,1.52,0,11.9,1,56.6,50,5,10,15.7,8,23,0,48.9,64.1,4,75,0,0,281,43,97.2,273,65.2,76,68.5,2,532,192,4.5,12.4,1.95
2019,Joe Reed,40221,WR,VIRGINIA,13,110,0,335,11,2,47.6,55.6,5,9,9.1,1,4,0,63.3,57.3,0,15,0,0,93,10,89.2,83,73.3,21,19.1,1,79,26,2.6,7.9,0.95,0,7.3,11,76.9,37.5,3,8,1.6,1,28,0,90.2,74.7,2,43,0,0,330,60,97.3,321,97.1,78,70.9,3,538,365,6.1,9,1.68
2019,Chase Claypool,42312,WR,NOTRE DAME,13,108,0,258,10.9,0,63.2,72.7,8,11,4,1,20,0,77.8,83.2,0,41,0,0,151,24,90.7,137,128.1,38,35.2,8,308,96,4,12.8,2.25,0,13.8,13,62.9,50,7,14,11.4,5,29,0,57.5,77.8,1,47,0,0,246,39,97.2,239,116.9,62,57.4,4,709,257,6.6,18.2,2.97
2019,Tyler Vaughns,40283,WR,USC,13,108,0,326,13.2,3,61.5,50,4,8,5.9,1,14,0,70.9,71.4,0,49,0,0,145,16,94.5,137,133.5,26,24.1,4,253,94,5.9,15.8,1.85,0,12.1,3,71,57.1,8,14,7.5,4,30,1,70.7,71.2,3,41,0,0,306,49,96.7,296,82.8,69,63.9,1,577,91,1.9,11.8,1.95
2019,Jerry Jeudy,61103,WR,ALABAMA,13,108,0,103,10.5,3,62.1,50,2,4,10,2,12,0,62.7,76.4,2,58,0,0,93,18,93.5,87,99.1,29,26.9,3,275,158,8.8,15.3,3.16,0,11.2,12,77.5,50,1,2,6.8,4,38,1,73.2,87.7,0,85,0,0,236,55,95.3,225,149.4,71,65.7,7,851,413,7.5,15.5,3.78
2019,Jaelon Darden,61522,WR,N TEXAS,12,107,0,251,8.6,6,66.7,40,2,5,5.9,2,22,0,74,85.5,1,68,0,0,129,32,93,120,121.7,48,44.9,10,382,208,6.5,11.9,3.18,0,5.9,2,74.1,0,0,2,7,3,15,0,71.7,67.8,1,53,0.5,1,188,40,98.4,185,89,54,50.5,1,346,258,6.5,8.7,1.87
2019,Seth Williams,84137,WR,AUBURN,12,107,0,115,15.9,1,47.1,45.5,5,11,11.1,2,14,0,58.6,70.3,1,48,0,0,102,16,92.2,94,99,34,31.8,3,331,102,6.4,20.7,3.52,0,12.2,13,58.5,46.2,6,13,7.3,3,22,0,69.9,73.2,1,34,0,0,220,38,97.7,215,93.4,65,60.7,4,445,117,3.1,11.7,2.07
2019,Bryan Edwards,28486,WR,S CAROLINA,10,107,0,289,7.6,1,60.7,100,3,3,10.5,2,8,0,61.3,61.3,0,25,0,0,88,17,92,81,95.7,28,26.2,2,129,73,4.3,7.6,1.59,0,8.7,14,70.7,33.3,3,9,1.9,1,27,0,88.4,83.6,0,75,0,0,228,53,96.5,220,116.4,75,70.1,4,678,453,8.5,12.8,3.08
2019,Trishton Jackson,41247,WR,SYRACUSE,12,106,0,304,16.7,0,45.5,37.5,3,8,0,0,6,0,80.9,61.9,0,39,0,0,116,10,93.1,108,81.1,22,20.8,1,137,28,2.8,13.7,1.27,0,14.2,9,63.5,50,6,12,6,3,29,0,68.8,73.4,1,85,0,0,347,47,96.5,335,124.5,74,69.8,7,774,320,6.8,16.5,2.31
2019,Emeka Emezie,61517,WR,NC STATE,12,106,0,248,13.7,0,55.9,53.8,7,13,5,1,13,0,73.6,69.9,0,37,0,0,128,19,95.3,122,77.6,34,32.1,0,236,41,2.2,12.4,1.93,0,10.4,5,61.1,40,6,15,8.3,3,12,0,66.6,57.8,1,21,0.4,1,243,33,95.1,231,75.2,54,50.9,1,308,93,2.8,9.3,1.33
2019,Jahcour Pearson,42095,WR,W KENTUCKY,13,106,0,346,7.6,5,70.4,50,2,4,13.6,3,15,0,52.3,75.9,0,50,0,0,118,19,94.1,111,135.6,27,25.5,3,245,135,7.1,12.9,2.21,0,5.9,13,70.8,57.1,4,7,7.3,4,23,0,70.7,75.8,2,69,0,0,253,51,97.6,247,89.8,72,67.9,2,536,370,7.3,10.5,2.17
2019,Justyn Ross,78021,WR,CLEMSON,14,105,0,140,15.5,4,50,38.5,5,13,14.3,3,14,0,50.6,76.7,1,59,0,0,106,18,90.6,96,106.3,36,34.3,4,320,105,5.8,17.8,3.33,0,11.3,6,72.7,57.1,4,7,4.8,2,20,0,77.6,74.2,0,34,0,0,211,40,97.2,205,121.6,55,52.4,4,458,139,3.5,11.5,2.23
2019,Austin Trammell,52195,WR,RICE,12,105,0,275,11.2,1,57.9,50,2,4,8.3,1,8,0,66.1,72.5,0,35,0,0,82,11,87.8,72,113.6,19,18.1,3,108,31,2.8,9.8,1.5,0,9.6,7,59.5,44.4,4,9,4.1,2,31,0,81.1,77.6,1,45,0,0,236,47,96.6,228,77.2,79,75.2,0,585,222,4.7,12.4,2.57
2019,Easop Winston Jr.,61812,WR,WASH STATE,13,104,0,341,8.8,2,80,85.7,6,7,0,0,20,1,80,81.9,0,39,0,0,126,28,92.9,117,150.2,35,33.7,6,369,146,5.2,13.2,3.15,0,7.7,3,80.4,57.1,4,7,2.2,1,23,1,86.2,67,0,32,0,0,238,45,99.6,237,113.5,56,53.8,2,470,209,4.6,10.4,1.98
2019,Cody White,61448,WR,MICH STATE,13,104,0,223,9.4,1,55.9,41.7,5,12,9.5,2,13,1,66.8,69.3,0,31,0,0,141,19,90.1,127,99,34,32.7,2,251,96,5.1,13.2,1.98,0,13,10,67.7,80,8,10,2.3,1,29,0,85.2,76.7,4,49,0,0,307,42,95.4,293,79,62,59.6,1,625,160,3.8,14.9,2.13
2019,Kendall Hinton,34045,WR,WAKE,11,104,0,339,10.5,7,64.3,61.5,8,13,14.3,3,15,0,51,75.3,0,57,0,0,124,18,96,119,112.1,28,26.9,1,299,122,6.8,16.6,2.51,0,7.6,10,75,66.7,6,9,5.9,3,28,0,69.3,77.2,2,62,0,0,246,48,95.9,236,104.3,64,61.5,2,650,303,6.3,13.5,2.75
2019,Tutu Atwell,77965,WR,LOUISVILLE,13,104,0,210,10.8,2,61.5,37.5,3,8,5.9,1,11,0,70.9,89,0,27,0,0,61,16,95.1,58,87.5,26,25,0,213,81,5.1,13.3,3.67,0,11.2,6,71.4,0,0,7,5.7,3,37,1,75.9,89.9,3,90,0,0,226,50,94.7,214,135.4,70,67.3,9,1027,654,13.1,20.5,4.8
2019,Brandon Arconado,42120,WR,WASH STATE,11,104,0,341,11.2,1,59.4,60,3,5,5,1,17,0,74.6,81.8,0,44,0,0,111,19,93.7,104,117.8,32,30.8,3,269,110,5.8,14.2,2.59,0,11,3,83.6,33.3,1,3,4.2,2,35,0,80.2,76.8,4,39,0,0,252,46,98.4,248,94.5,55,52.9,1,718,269,5.8,15.6,2.9
2019,Tim Jones,61669,WR,SO MISS,13,103,0,296,10.6,2,52,16.7,1,6,7.1,1,11,0,67.8,68.7,2,35,0,0,136,13,96.3,131,58.4,25,24.3,1,198,68,5.2,15.2,1.51,0,6,17,78.6,54.5,6,11,9.8,6,28,1,62.9,76.5,2,68,0.4,1,268,55,95.9,257,98.3,70,68,1,652,383,7,11.9,2.54
2019,Tamorrion Terry,61258,WR,FLORIDA ST,13,103,0,167,13.8,3,53.6,37.5,3,8,6.3,1,10,1,71.1,75.4,2,74,0,0,132,15,89.4,118,104.8,28,27.2,3,365,194,12.9,24.3,3.09,0,13.9,5,56.3,43.8,7,16,12.2,5,20,0,57.5,70.2,1,91,0,0,291,36,95.5,278,105.3,64,62.1,4,645,340,9.4,17.9,2.32
2019,Amon-Ra St. Brown,84470,WR,USC,13,103,0,326,9.2,2,75,33.3,1,3,4,1,15,0,77.4,72,0,31,0,0,153,24,93.5,143,112.1,32,31.1,1,285,87,3.6,11.9,1.99,0,9.9,15,72.1,55.6,5,9,8.3,4,24,0,68.2,71.5,2,95,0,0,326,44,96.9,316,122.6,61,59.2,5,684,293,6.7,15.5,2.16
2019,Quez Watkins,61664,WR,SO MISS,11,102,0,296,16.2,4,58.3,52.9,9,17,8.7,2,14,1,64.7,74.4,2,61,0,0,123,21,95.9,118,84.6,36,35.3,2,333,121,5.8,15.9,2.82,0,13.1,4,67.3,45.5,5,11,7.5,3,22,1,69.3,73.2,2,77,0,0,234,37,96.2,225,113.3,55,53.9,3,708,370,10,19.1,3.15
2019,Terrell Jana,62782,WR,VIRGINIA,14,102,0,335,13.4,2,59.1,33.3,2,6,0,0,10,0,82.7,68.6,1,34,0,0,114,13,93,106,95.8,22,21.6,2,175,41,3.2,13.5,1.65,0,9.3,8,78.8,33.3,4,12,1.9,1,30,1,88.2,74.1,1,47,0,0,322,52,97.2,313,98.7,66,64.7,0,607,176,3.4,11.7,1.94
2019,Hasise Dubois,48298,WR,VIRGINIA,14,102,0,335,13.2,1,64,77.8,7,9,0,0,12,0,84.2,73.4,1,34,0.9,1,115,16,89.6,103,111.2,25,24.5,3,197,43,2.7,12.3,1.91,0,11,8,77.6,50,8,16,0,0,33,1,92.3,78,3,67,0,0,333,52,97.6,325,97.3,67,65.7,0,792,250,4.8,15.2,2.44
2019,Whop Philyor,61320,WR,INDIANA,12,101,0,190,12.8,5,54.5,0,0,4,0,0,10,0,82.2,71.1,0,29,0,0,102,12,89.2,91,85.6,22,21.8,0,201,108,9,16.8,2.21,0,10,7,72.1,28.6,2,7,9.3,5,24,1,65.3,72.6,1,56,0.4,1,262,49,93.9,246,106.9,68,67.3,2,670,342,7,13.7,2.72
2019,Jonathan Adams Jr.,61148,WR,ARK STATE,13,101,0,113,11.7,1,55.2,33.3,4,12,11.1,2,12,0,59.1,67.7,1,45,0,0,129,16,91.5,118,86.9,29,28.7,2,210,56,3.5,13.1,1.78,0,15.6,7,65.5,36.4,4,11,5,2,23,0,71,64.4,1,63,0,0,320,38,94.1,301,105.2,58,57.4,3,536,186,4.9,14.1,1.78
2019,Siaosi Mariner,84476,WR,UTAH ST,13,101,0,329,12.9,1,52.9,42.9,6,14,14.3,3,14,0,40.6,69.2,1,35,0,0,147,18,95.2,140,103.2,34,33.7,4,245,27,1.5,13.6,1.75,0,15.8,2,69.5,46.7,7,15,4.7,2,25,0,78.3,75.4,3,80,0,0,289,41,96.2,278,111,59,58.4,4,702,147,3.6,17.1,2.53
2019,Kaylon Geiger,102929,WR,TROY,12,101,0,318,9.3,3,55,14.3,1,7,0,0,7,0,81.5,64.9,0,29,0,0,102,11,89.2,91,94.8,20,19.8,1,145,70,6.4,13.2,1.59,0,6.4,7,84.1,37.5,3,8,3.3,2,29,0,84.4,75.5,2,57,0,0,274,58,96.4,264,103,69,68.3,2,641,425,7.3,11.1,2.43
2019,Kirk Merritt,35096,WR,ARK STATE,13,100,0,113,12.1,0,54.2,60,3,5,13.3,2,5,0,53.7,56.5,1,17,0,0,100,13,91,91,47.9,24,24,0,104,39,3,8,1.14,0,11.7,4,72.2,60,3,5,2.5,1,20,0,85.3,71,1,45,0,0,275,39,94.2,259,131.8,54,54,7,488,213,5.5,12.5,1.88
2019,Dazz Newsome,61510,WR,N CAROLINA,12,99,0,245,12.3,2,71.4,60,3,5,11.8,2,15,0,58.8,82.4,1,47,0,0,83,15,92.8,77,109.7,21,21.2,1,299,115,7.7,19.9,3.88,0,10.3,13,73.1,80,4,5,10.9,6,28,1,58.7,76.6,1,47,0.8,2,257,49,94.9,244,127.5,67,67.7,7,576,222,4.5,11.8,2.36
2019,Keylon Stokes,65080,WR,TULSA,12,99,0,320,12.9,0,47.7,22.2,2,9,27.6,8,15,1,22.4,60.8,1,55,0,0,170,21,93.5,159,75.7,44,44.4,2,297,98,4.7,14.1,1.87,0,11.5,11,76.6,80,8,10,10,4,25,0,61.7,71.4,0,62,0,0,261,36,95.8,250,132.2,47,47.5,2,641,278,7.7,17.8,2.56
2019,Brandon Aiyuk,84109,WR,ARIZONA ST,12,99,0,110,14.1,2,45.5,28.6,2,7,21.1,4,12,0,34.7,71.4,0,81,0,0,125,15,94.4,118,125.6,33,33.3,4,365,197,13.1,24.3,3.09,0,8,12,77.4,0,0,1,4,2,26,1,81.3,79.7,0,86,0,0,256,48,96.5,247,140.2,62,62.6,4,797,502,10.5,16.6,3.23
2019,Bailey Gaither,47904,WR,S JOSE ST,12,98,0,285,14.2,0,43.2,20,2,10,20,4,10,0,36.9,60,2,40,0,0,122,16,92.6,113,36.4,37,37.8,0,185,33,2.1,11.6,1.64,0,19.9,1,56.4,33.3,4,12,11.4,4,17,0,50.5,67.3,0,80,0,0,244,31,95.1,232,115.5,55,56.1,4,557,119,3.8,18,2.4
2019,Jhamon Ausbon,61718,WR,TEXAS A&M,13,96,0,312,11.2,0,53.1,50,9,18,13.3,4,20,0,53.5,65.5,1,40,0,0,219,26,93.2,204,80,49,51,2,336,72,2.8,12.9,1.65,0,11.5,3,86.8,77.8,7,9,5.7,2,21,1,75.1,73.4,0,41,0,0,223,33,96.9,216,136.3,38,39.6,2,475,112,3.4,14.4,2.2
2019,Max Borghi,83802,HB,WASH STATE,13,96,0,341,-2.3,1,75,,0,0,0,0,3,0,77.5,55,0,18,24,46,192,6,71.4,137,89.1,8,8.3,0,47,76,12.7,7.8,0.34,0,-1.3,22,88,,0,0,2.9,2,18,0,86.9,83.8,1,65,6.5,25,384,66,91.9,353,92.9,75,78.1,1,493,635,9.6,7.5,1.4
2019,Tony Nicholson,25653,WR,NEW MEX ST,12,95,0,242,12.1,2,66.7,0,0,2,7.7,1,9,0,66.1,73.5,0,44,0,0,92,12,95.7,88,128.2,18,18.9,1,231,118,9.8,19.3,2.63,0,8.2,6,64.5,33.3,1,3,11.1,5,15,0,59.1,63.3,5,34,0,0,267,40,97.4,260,61.1,62,65.3,3,338,168,4.2,8.5,1.3
2019,Rashod Bateman,84296,WR,MINNESOTA,13,95,0,225,15,3,51.9,62.5,5,8,6.7,1,14,0,69.9,81.8,1,42,0,0,105,14,92.4,97,106.3,27,28.4,3,255,80,5.7,18.2,2.63,0,17.6,13,66.2,63.6,7,11,8.5,4,36,0,66.6,85.6,4,66,0,0,239,43,96.2,230,114.4,65,68.4,6,923,269,6.3,21.5,4.01
