year,player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
2021,Jalen Tolbert,61637,WR,S ALABAMA,12,14.2,13,63.6,44.4,12,27,0,8.9,8,58,288,1,62.8,59.2,82.3,,85.1,0,0,2,68,0,0,486,2,82,95.9,466,33.7,164,116.9,129,8,66.3,322,1474,581,7.1,18,3.16
2021,John Metchie III,97400,WR,ALABAMA,13,8.8,20,75,61.1,11,18,0,7.7,8,49,103,0,72.2,77,78.2,,79.5,0,0,2,46,0,0,491,1,96,96.3,473,33.4,164,116.1,128,8,66,324,1142,640,6.7,11.9,2.41
2021,Hassan Beydoun,78185,WR,E MICHIGAN,13,7.9,8,75.4,68.2,15,22,0,6.9,7,52,160,1,74.6,67.9,75.7,65.3,76.9,0.4,2,1,64,0.2,1,448,1,95,96.7,433,93.5,419,104.9,126,4,6,27,988,467,4.9,10.4,2.28
2021,A.T. Perry,77975,WR,WAKE,14,15.6,11,56.8,36,9,25,1,11.3,9,55,339,0,58.4,75.4,82.6,,83,0.2,1,3,69,0,0,515,4,71,94.8,488,9.5,49,122.2,125,15,90.3,465,1296,322,4.5,18.3,2.66
2021,Skyy Moore,97116,WR,W MICHIGAN,12,10.8,26,75.2,61.5,8,13,0,3.1,3,60,347,0,89.3,77.1,91.8,,91.8,0.2,1,3,74,0,0,406,0,94,93.6,380,34.5,140,124.5,125,10,65.3,265,1291,534,5.7,13.7,3.4
2021,Calvin Turner Jr.,109028,WR,HAWAII,13,9.3,25,59.7,33.3,4,12,0,14.9,13,42,180,0,44.6,77.1,75.6,78.4,73.3,0.8,4,6,37,1.2,6,519,1,74,94.4,490,74,384,71.6,124,4,19.5,101,870,512,6.9,11.8,1.78
2021,Dante Cephas,97665,WR,KENT STATE,14,13.4,11,66.7,41.4,12,29,1,7.9,7,49,201,1,70.9,56.2,76.4,,78.1,0,0,1,80,0,0,475,3,82,91.6,435,10.1,48,120.6,123,9,89.9,427,1240,450,5.5,15.1,2.85
2021,Trey McBride,75916,TE,COLO STATE,12,8.6,5,74.6,53.1,17,32,1,3.2,3,61,144,2,88.7,40.5,94.8,75.8,95,69.3,309,3,50,6.1,27,446,8,91,90.8,405,20.2,90,95.2,122,1,10.5,47,1125,456,5,12.4,2.78
2021,Mitchell Tinsley,123470,WR,W KENTUCKY,14,12.9,20,71.1,50,13,26,0,2.3,2,59,346,0,87.6,76.4,79,,80.8,0.2,1,1,75,0,0,606,3,86,94.7,574,4.3,26,144.7,121,14,95.5,579,1403,539,6.3,16.3,2.44
2021,Calvin Austin III,61418,WR,MEMPHIS,12,11.6,14,61.2,28,7,25,0,6.3,5,47,218,0,76,79.9,84.7,,85.2,0,0,1,75,0,0,412,1,74,93,383,9.5,39,111.1,121,8,90.5,373,1145,532,7.2,15.5,2.99
2021,Jalen Cropper,97273,WR,FRESNO ST,13,7.7,17,71.4,33.3,4,12,0,4.5,4,44,169,6,83.1,18.6,79,,78.2,1,4,3,86,0,0,417,0,85,95.4,398,94.5,394,113.6,119,11,4.6,19,905,569,6.7,10.6,2.27
2021,Drake London,86519,WR,USC,8,9.2,22,73.9,65.4,17,26,0,8.3,8,54,326,0,69,76.4,91.3,,91.8,0.9,3,2,44,0,0,326,3,88,94.5,308,12.6,41,114.3,119,7,86.2,281,1084,460,5.2,12.3,3.52
2021,Charleston Rambo,61569,WR,MIAMI FL,12,12.7,8,66.4,52.2,12,23,0,4.8,4,44,220,1,81.5,55.3,77.5,,78.8,0,0,4,60,0,0,489,3,79,93.9,459,10.6,52,103.8,119,7,89.4,437,1165,387,4.9,14.7,2.54
2021,Stanley Berryhill III,61128,WR,ARIZONA,12,6.8,19,70.3,60,9,15,0,2.4,2,39,109,0,90.4,86.4,70.4,34.1,73.7,0.2,1,8,43,0.4,2,483,4,83,94,454,75.8,366,61.6,118,1,21.1,102,746,478,5.8,9,1.64
2021,Zakhari Franklin,97620,WR,UTSA,13,11.1,14,67.8,43.5,10,23,0,4.8,4,46,331,0,81.7,75.9,79.4,,83,0,0,2,75,0,0,425,5,80,92.7,394,11.3,48,121.5,118,12,88.2,375,1022,420,5.3,12.8,2.59
2021,Tay Martin,61811,WR,OKLA STATE,13,13.9,7,67.8,53.8,14,26,0,11.1,10,64,262,0,59.2,76.5,84,61.9,83.9,0,0,1,38,0.2,1,465,2,80,93.1,433,5.4,25,120.2,118,10,94.6,440,1046,198,2.5,13.1,2.42
2021,Jack Sorenson,41983,WR,MIAMI OH,13,14.3,5,64.1,64.7,11,17,0,3.8,3,58,221,2,84.3,32.5,84,65.5,85,1.5,7,3,83,0.4,2,477,0,75,94.1,449,28.7,137,122.3,117,10,69.8,333,1376,388,5.2,18.3,3.06
2021,Jameson Williams,101701,WR,ALABAMA,15,14.5,12,67.8,33.3,3,9,0,7.1,6,54,103,2,73,40.6,81.6,,85.1,0,0,2,94,0,0,516,3,78,96.9,500,27.9,144,143,115,15,71.9,371,1561,722,9.3,20,3.12
2021,Khalil Shakir,84140,WR,BOISE ST,12,9.8,14,67.5,44.4,8,18,0,11.5,10,58,120,0,57.5,75,86.7,,89.3,0.2,1,1,69,0,0,417,1,77,94.7,395,76.7,320,116,114,7,22.3,93,1117,468,6.1,14.5,2.83
2021,Corey Gammage,98735,WR,MARSHALL,13,10.3,19,69,38.5,5,13,0,8.2,7,44,214,1,69.4,55.3,72,,71,0.4,2,5,64,0,0,448,2,78,96.4,432,5.6,25,79.4,113,2,94,421,878,343,4.4,11.3,2.03
2021,Jaquarii Roberson,55454,WR,WAKE,13,13.4,6,63.4,51.9,14,27,0,4.1,3,49,339,2,84,33.1,82.6,,84.8,0,0,1,75,0,0,423,1,71,95.3,403,79,334,115.1,112,8,21,89,1078,286,4,15.2,2.67
2021,Jaxon Smith-Njigba,129758,WR,OHIO STATE,13,9.3,19,84.8,90,9,10,1,5.9,6,67,260,1,78.3,67.3,91.7,,91.9,0,0,1,75,0,0,414,2,95,96.1,398,88.6,367,141.8,112,9,11.1,46,1595,790,8.3,16.8,4.01
2021,Keytaon Thompson,60457,WR,VIRGINIA,12,9.8,22,69.6,56,14,25,1,8.2,7,52,335,1,69,52.9,85.5,79,84,6.5,27,2,34,1.9,8,416,4,78,93.5,389,68.5,285,95.5,112,2,19.2,80,990,453,5.8,12.7,2.54
2021,Zack Kuntz,84084,TE,DOMINION,13,10.1,7,65.2,44.4,8,18,0,5.2,4,33,263,1,75.5,53.8,77.5,63.3,78.1,26.9,94,5,43,4.6,16,349,1,73,92,321,66.5,232,78.4,112,5,6.6,23,692,263,3.6,9.5,2.16
2021,Ryan O'Keefe,101139,WR,UCF,13,6.8,19,77.5,55.6,5,9,0,5.5,5,35,323,1,79.7,63,77,,74.3,0.7,3,2,54,0,0,412,1,86,95.4,393,38.3,158,111.2,111,7,59.5,245,827,625,7.3,9.6,2.1
2021,Jacob Cowing,100894,WR,UTEP,13,15.2,14,62.2,37,10,27,0,8,6,50,330,0,65.8,76.2,90.3,,90,0,0,4,76,0,0,381,1,69,93.4,356,75.9,289,111,111,7,24.1,92,1361,482,7,19.7,3.82
2021,Romeo Doubs,84329,WR,NEVADA,11,13.8,10,72.7,60,9,15,0,4.8,4,47,239,0,81.9,82.1,81.7,,83.3,0,0,2,66,0,0,509,2,80,95.1,484,21.4,109,130.6,110,11,78.6,400,1114,320,4,13.9,2.3
2021,Jayshon Jackson,78041,WR,BALL ST,13,11,4,63.9,21.4,3,14,0,10.4,8,35,117,0,61.6,77.3,72.5,,72.7,0,0,3,56,0,0,413,0,69,93.9,388,40.9,169,91.2,108,5,58.6,242,829,293,4.2,12,2.14
2021,Jake Bobo,77997,WR,DUKE,12,9.4,4,70.5,54.5,12,22,0,2.6,2,43,154,1,88.9,54.9,78.6,,78.9,0,0,1,48,0,0,393,2,74,94.9,373,17,67,91.5,105,1,83,326,794,323,4.4,10.7,2.13
2021,Kalil Pimpleton,61799,WR,C MICHIGAN,13,13.4,7,59,44.4,8,18,1,11.4,8,38,134,0,58.6,87.5,74.4,,75.9,0.5,2,3,72,0,0,420,4,62,95.5,401,81,340,91.1,105,4,16,67,984,483,7.8,15.9,2.45
2021,Xavier Hutchinson,122518,WR,IOWA STATE,13,7.8,11,79.8,58.3,7,12,0,3.5,3,48,193,1,86.5,57.8,83.9,,83.8,0.5,2,3,51,0,0,412,2,83,94.2,388,21.8,90,110.3,104,5,77.2,318,990,510,6.1,11.9,2.55
2021,Xavier Worthy,144718,WR,TEXAS,12,13.4,14,60.2,50,5,10,0,4.6,3,38,311,1,80.8,32.1,79.2,,80.3,0.3,1,6,75,0,0,397,1,62,94.7,376,29.5,117,106.5,103,12,70.3,279,981,526,8.5,15.8,2.61
2021,Malachi Corley,66272,WR,W KENTUCKY,14,7.4,12,70.9,25,3,12,0,5.2,4,37,346,2,79.6,32.8,62.3,62.1,62.8,0,0,3,45,0.2,1,500,2,73,95.2,476,97,485,99.3,103,7,3,15,684,398,5.5,9.4,1.44
2021,Travell Harris,61810,WR,WASH STATE,13,10,6,73.8,54.5,6,11,0,7.3,6,35,341,0,68.7,58.4,68.9,,69.8,0.2,1,2,58,0,0,456,3,76,97.1,443,93.9,428,117.4,103,9,5.9,27,811,222,2.9,10.7,1.83
2021,Dylan Drummond,78187,WR,E MICHIGAN,13,12.2,2,63.1,28.6,8,28,0,3,2,38,160,0,86.5,80,70.1,,68.5,0,0,2,41,0,0,493,0,65,97,478,10.3,51,95,103,6,89.7,442,716,129,2,11,1.5
2021,Grant DuBose,111276,WR,CHARLOTTE,12,13.6,8,59.8,46.2,12,26,0,7.6,5,41,136,1,71.3,52,76.8,,76.6,0,0,3,56,0,0,409,3,61,92.9,380,10.3,42,95.6,102,6,89.7,367,889,262,4.3,14.6,2.34
2021,Garrett Wilson,97405,WR,OHIO STATE,11,11.6,19,68.6,61.5,8,13,0,7.9,6,49,260,0,70.5,82.7,84.1,,84.5,0,0,0,77,0,0,369,3,70,95.7,353,17.1,63,141.7,102,12,82.9,306,1058,417,6,15.1,3
2021,Smoke Harris,78918,WR,LA TECH,12,5.6,26,69.6,50,4,8,1,4.1,3,36,208,0,75,83.6,74.9,,76.1,1.2,5,3,47,0,0,431,5,71,95.8,413,95.1,410,97.4,102,6,3,13,733,473,6.7,10.3,1.77
2021,Quian Williams,61237,WR,BUFFALO,12,13.5,7,63.7,42.1,8,19,0,7.1,5,40,126,0,72.9,78.1,74.1,,74.8,0,0,2,40,0,0,398,1,65,92.2,367,7.8,31,88.2,102,2,92.2,367,849,206,3.2,13.1,2.31
2021,Chris Olave,84355,WR,OHIO STATE,12,14.7,1,64.4,62.5,10,16,0,7.1,5,43,260,0,73.2,75.5,79.3,,79.9,0.2,1,3,61,0,0,427,3,65,95.6,408,18.5,79,121.5,101,13,81.3,347,936,276,4.2,14.4,2.29
2021,Corey Rucker,121539,WR,ARK STATE,12,12.2,15,59.4,17.4,4,23,0,15.5,11,40,113,1,42.7,50.4,65.5,,66.5,0.2,1,2,37,0,0,513,0,60,94.9,487,84.6,434,107.6,101,9,14.6,75,837,359,6,14,1.72
2021,Jayden Reed,78171,WR,MICH STATE,13,13.2,14,58.4,51.9,14,27,0,9.2,6,43,223,0,60.8,85.4,82.2,,82.3,0,0,3,85,0,0,410,1,59,93.7,384,15.9,65,113.7,101,10,84.1,345,1026,359,6.1,17.4,2.67
2021,Ty Fryfogle,61321,WR,INDIANA,12,13.8,2,47,31.8,7,22,0,14.5,8,24,190,0,47.6,79.5,64.8,,63.5,0,0,3,52,0,0,399,1,47,93.5,373,45.4,181,53.3,100,1,54.4,217,508,162,3.4,10.8,1.36
2021,Jaivon Heiligh,84159,WR,COAST CAR,13,13.4,9,66,54.5,6,11,0,7,5,51,141,0,72.4,84.8,89.6,,89.8,0,0,1,66,0,0,344,3,66,95.9,330,24.1,83,123.3,100,7,75.9,261,1128,351,5.3,17.1,3.42
2021,Billy Kemp IV,77037,WR,VIRGINIA,12,5.6,14,74.7,50,6,12,3,9.8,8,37,335,1,63.5,72.9,73.8,,75.4,0,0,2,32,0,0,358,4,74,94.4,338,48.3,173,106,99,6,48.9,175,710,364,4.9,9.6,2.1
2021,Roderic Burns,84334,WR,N TEXAS,13,12.6,10,58.6,37.5,6,16,0,12.1,8,30,251,0,55.9,83.5,70.2,,72.7,0,0,4,55,0,0,401,2,58,93,373,97,389,81.5,99,4,3,12,808,276,4.8,13.9,2.17
2021,Tyquan Thornton,78092,WR,BAYLOR,14,15.4,5,63.3,55.6,10,18,0,4.6,3,47,118,0,80.7,75.2,82.9,,82.4,0,0,2,75,0,0,392,1,62,96.2,377,5.1,20,120.3,98,10,94.9,372,941,194,3.1,15.2,2.5
2021,Calvin Jackson Jr.,84508,WR,WASH STATE,13,10.2,4,67.3,52.9,9,17,0,5.7,4,38,341,1,77,52,72.1,,75,0,0,2,78,0,0,421,0,66,98.1,413,96.7,407,115.1,98,7,3.3,14,978,390,5.9,14.8,2.37
2021,Tyler Snead,90863,WR,E CAROLINA,12,8.4,10,68,58.3,7,12,0,5.7,4,36,156,1,73.2,40.5,71.6,,74.1,0,0,2,53,0,0,442,1,66,94.3,417,94.6,418,100.6,97,4,5.4,24,854,429,6.5,12.9,2.05
2021,Ali Jennings,145344,WR,DOMINION,13,13.3,4,63.9,52.9,9,17,0,17.3,13,36,263,3,36.7,22.7,71.2,,70.5,0,0,3,60,0,0,404,1,62,96.3,389,5.4,22,105.3,97,5,94.6,382,1062,311,5,17.1,2.73
2021,Corey Sutton,61123,WR,APP STATE,13,14.2,13,63.5,35,7,20,1,3.2,2,40,108,2,80.5,28.6,82,,83.6,0,0,2,79,0,0,360,3,61,95.3,343,2.2,8,109.8,96,7,97.8,352,901,266,4.4,14.8,2.63
2021,Konata Mumpfield,145598,WR,AKRON,12,11.2,6,65.6,46.7,7,15,0,6,4,40,102,1,72.8,59.3,77.4,,78.2,0,0,0,48,0,0,469,1,63,95.7,449,28.8,135,117.1,96,8,71,333,749,219,3.5,11.9,1.67
2021,Michael Mayer,122906,TE,NOTRE DAME,12,8.1,8,74.7,56.5,13,23,0,4.1,3,45,258,0,83.2,75.3,80.6,71.1,82,37.2,172,3,52,4.8,22,462,4,71,91.3,422,49.1,227,112.6,95,7,13.6,63,840,348,4.9,11.8,1.99
2021,Charlie Kolar,60917,TE,IOWA STATE,12,10.5,3,66.3,66.7,18,27,0,3.1,2,45,193,2,86.4,51.1,85.3,65,85.5,28.3,117,3,34,6.3,26,413,1,63,88.9,367,57.9,239,98.8,95,6,11.4,47,764,232,3.7,12.1,2.08
2021,Kyle Philips,84463,WR,UCLA,11,9.8,8,62.8,33.3,3,9,0,9.2,6,36,324,0,65,64.1,77.6,,76.6,1.9,7,4,75,0,0,373,1,59,93.8,350,92.8,346,104.9,94,10,4.6,17,739,355,6,12.5,2.11
2021,Dontario Drummond,98738,WR,OLE MISS,12,6.2,16,80.9,55.6,5,9,0,7.3,6,50,226,1,72.9,66,79.2,51.7,84.6,3.3,14,1,67,0.7,3,429,5,76,93.7,402,66,283,136.3,94,8,28.4,122,1031,699,9.2,13.6,2.56
2021,Cole Turner,84330,TE,NEVADA,11,10.2,5,66.7,58.6,17,29,1,4.6,3,36,239,0,80.8,74.9,73.5,82.8,72.6,15.2,74,3,30,1.4,7,488,2,62,92.8,453,58,283,110.4,93,10,26.8,131,677,187,3,10.9,1.49
2021,Tez Johnson,123709,WR,TROY,12,5.7,11,71,33.3,3,9,0,10.8,8,31,318,2,59.7,55.5,70.1,,70.9,0,0,1,64,0,0,330,0,66,94.8,313,91.2,301,103,93,4,8.5,28,712,496,7.5,10.8,2.27
2021,Dontayvion Wicks,99711,WR,VIRGINIA,12,18.5,4,61.3,51.7,15,29,2,8.1,5,49,335,2,58.7,28.1,78.8,,80.4,0,0,2,77,0,0,390,3,57,94.9,370,17.7,69,128.5,93,9,82.3,321,1201,285,5,21.1,3.25
2021,Jo'quavious Marks,124179,HB,MISS STATE,13,-0.5,14,84.8,50,1,2,0,6,5,18,227,0,77,88.6,75.2,47,78.7,0.2,1,1,18,11,46,417,0,78,84.7,353,8.2,34,93.8,92,3,0,0,460,570,7.3,5.9,1.3
2021,Chris Pierce,61794,WR,VANDERBILT,12,10.5,13,62,31.6,6,19,0,8.1,5,33,333,0,70,74.6,70.8,55,70.9,1.3,6,3,31,0.2,1,472,1,57,94.9,448,15.9,75,77,92,2,82.8,391,654,219,3.8,11.5,1.46
2021,LaJohntay Wester,123616,WR,FAU,12,7.6,5,68.5,50,4,8,0,11.3,8,32,165,1,57.9,86,68.9,,70.5,0,0,2,39,0,0,352,6,63,95.7,337,90.6,319,94.8,92,4,9.4,33,668,374,5.9,10.6,1.98
2021,Bo Melton,61610,WR,RUTGERS,11,10.8,12,61.5,25,4,16,0,8.2,5,23,278,2,69,37.2,76.8,,75,0,0,1,57,0,0,293,0,56,96.2,282,21.8,64,89.2,91,3,78.2,229,642,354,6.3,11.5,2.28
2021,Austin Osborne,84502,WR,BOWL GREEN,12,7.6,4,71.1,61.5,8,13,0,4.5,3,25,122,0,81.4,75,64.2,62.1,64.3,0,0,2,36,0.2,1,447,1,64,96.2,430,51.5,230,84.8,90,2,48.5,217,546,245,3.8,8.5,1.27
2021,Joshua Cephus,98095,WR,UTSA,14,6,19,80,31.3,5,16,0,4,3,37,331,1,83.7,54.9,70.5,,69.7,0,0,0,47,0,0,481,1,72,92.3,444,82.5,397,125.9,90,6,17.5,84,799,482,6.7,11.1,1.8
2021,Mac Hippenhammer,61591,WR,MIAMI OH,12,19,2,53.3,41.7,10,24,0,5.9,3,37,221,0,75.9,73.8,76.8,64.5,77.8,0.3,1,2,63,0.3,1,388,3,48,94.1,365,4.4,17,92.4,90,5,95.4,370,791,129,2.7,16.5,2.17
2021,Rakim Jarrett,129519,WR,MARYLAND,13,9.1,11,68.9,23.1,3,13,0,8.8,6,34,215,0,67,76.7,74,63.3,75,0.5,2,2,60,0.2,1,416,0,62,95,395,55.3,230,107.1,90,5,44.2,184,829,430,6.9,13.4,2.1
2021,Yo'Heinz Tyler,78181,WR,BALL ST,13,11.2,5,55.1,45.5,10,22,0,3.9,2,30,117,0,81.4,73.7,61.1,,63.6,0,0,0,27,0,0,426,3,49,95.5,407,27,115,93.4,89,6,73,311,490,152,3.1,10,1.2
2021,Justin Garrett,84486,WR,UTEP,13,13.4,5,55.1,47.8,11,23,0,5.8,3,30,330,0,76.7,83.7,73.2,,74.3,0,0,4,44,0,0,412,2,49,93.4,385,21.8,90,76.2,89,4,78.2,322,684,139,2.8,14,1.78
2021,Emeka Emezie,61517,WR,NC STATE,12,12.6,2,67.4,52.4,11,21,1,7.7,5,36,248,0,70.3,74.6,73.3,,73.9,0,0,0,64,0,0,405,3,60,94.8,384,6.4,26,118.3,89,6,93.6,379,802,208,3.5,13.4,2.09
2021,Tahj Washington,97288,WR,USC,12,9.7,11,61.4,29.4,5,17,1,6.9,4,32,326,0,73.5,75.4,67,,67.7,0.2,1,4,29,0,0,439,4,54,93.6,411,6.4,28,66.5,88,1,93.4,410,600,263,4.9,11.1,1.46
2021,Treylon Burks,99218,WR,ARKANSAS,12,9.7,14,73.9,43.8,7,16,0,4.4,3,42,111,0,81.7,77.4,85.8,0,91,3,10,0,91,0,0,328,4,65,93.9,308,67.7,222,155.3,88,11,24.1,79,1100,607,9.3,16.9,3.57
2021,Nick Mardner,75945,WR,HAWAII,13,18,9,52.9,32.1,9,28,0,8,4,34,180,0,68.1,73.4,75.6,,76.1,0,0,3,79,0,0,402,3,46,95.3,383,22.6,91,94.7,87,5,77.4,311,913,279,6.1,19.8,2.38
2021,Parker Washington,129799,WR,PENN STATE,13,9.1,16,74.4,60,6,10,0,3,2,43,266,0,86,76.4,81.6,,82,0,0,1,67,0,0,426,0,64,96,409,91.1,388,114.5,86,4,8.9,38,820,392,6.1,12.8,2
2021,Cedric Tillman,84434,WR,TENNESSEE,13,16.3,8,74.4,72.2,13,18,0,4.5,3,37,307,0,81.5,74.9,77.3,,78.5,0.2,1,0,70,0,0,465,3,64,94.6,440,8.8,41,155.8,86,12,91,423,1081,321,5,16.9,2.46
2021,Winston Wright Jr.,99537,WR,W VIRGINIA,13,9.6,13,73.3,35.7,5,14,0,4.5,3,35,343,0,80.7,78.6,72.8,,74.1,0.3,1,1,40,0,0,389,1,63,95.1,370,94.3,367,111,86,5,4.1,16,688,299,4.7,10.9,1.86
2021,Trayvon Rudolph,130577,WR,N ILLINOIS,14,11.8,8,60,38.9,7,18,0,10.5,6,33,254,1,60.2,59.9,80.8,,81.4,0.3,1,1,75,0,0,294,1,51,95.2,280,65,191,118.2,85,7,34.4,101,889,410,8,17.4,3.18
2021,Derek Wright,101347,WR,UTAH ST,14,15.4,8,56.5,54.5,12,22,0,9.4,5,41,329,0,64.7,73.8,72,,71.5,0,0,3,76,0,0,512,2,48,92,471,6.6,34,112.7,85,11,93.4,478,789,186,3.9,16.4,1.68
2021,Jake Bailey,72158,WR,RICE,11,9.8,5,66.7,57.1,8,14,1,3.4,2,44,275,0,84.3,74.7,78.8,,81.7,0.3,1,4,40,0,0,320,5,56,94.4,302,76.6,245,81.2,84,2,21.3,68,714,305,5.4,12.8,2.36
2021,Te'Vailance Hunt,78109,WR,ARK STATE,11,13,17,60.7,40,8,20,0,10.5,6,31,113,1,60.1,45.7,67,,67,0,0,4,76,0,0,415,0,51,94.7,393,10.4,43,93.4,84,6,89.6,372,740,303,5.9,14.5,1.88
2021,Thomas Hennigan,61125,WR,APP STATE,14,10.1,13,71.4,33.3,4,12,0,4.8,3,38,108,1,80.1,58,81.8,,82.5,0,0,3,68,0,0,362,1,60,95.3,345,26.5,96,111.4,84,6,73.5,266,823,332,5.5,13.7,2.39
2021,Xavier Weaver,101130,WR,USF,10,18.2,11,49.4,43.8,7,16,1,4.7,2,34,327,1,79.2,58.5,87.9,,85.8,0,0,6,44,0,0,248,1,41,93.5,232,15.3,38,57.1,83,2,84.7,210,715,145,3.5,17.4,3.08
2021,Will Sheppard,124360,WR,VANDERBILT,11,11.1,14,51.8,30.4,7,23,0,10.4,5,23,333,0,67.7,73.3,62.2,,62.6,0,0,4,56,0,0,403,1,43,94.8,382,5.7,23,70.2,83,4,94.3,380,577,226,5.3,13.4,1.51
2021,JuanCarlos Santana,78056,WR,TULSA,13,12.9,6,61.4,28.6,4,14,0,7.3,4,34,320,0,67.9,48.5,66.8,63.9,68.3,0,0,1,42,0.2,1,428,5,51,92.3,395,40.2,172,94.7,83,3,59.8,256,684,161,3.2,13.4,1.73
2021,Jason Brownlee,121451,WR,SO MISS,12,14.7,6,54.2,39.1,9,23,0,4.3,2,26,296,1,81.1,44.2,74,,76.7,0,0,5,39,0,0,286,1,45,95.1,272,8.7,25,85.8,83,8,91.3,261,628,155,3.4,14,2.31
2021,Derrick Deese Jr.,84043,TE,S JOSE ST,12,12.7,3,56.6,47.1,8,17,2,7.8,4,31,285,0,69.3,73.6,86.3,78,79.3,41.9,163,3,37,4.6,18,389,2,47,90,350,56.3,219,86.4,83,4,1.8,7,720,209,4.4,15.3,2.06
2021,Kevin Austin Jr.,84345,WR,NOTRE DAME,13,14.7,6,58.5,52.2,12,23,1,9.4,5,39,258,0,64.3,74,72.4,,72.4,0,0,4,70,0,0,408,1,48,95.6,390,21.8,89,104.1,82,7,78.2,319,888,322,6.7,18.5,2.28
2021,Alec Pierce,78038,WR,CINCINNATI,14,17.1,4,63.4,46.7,14,30,0,7.1,4,36,138,0,71.3,73.9,76.5,66,76,1.1,4,1,53,0.5,2,379,0,52,96.8,367,14,53,126.7,82,8,84.7,321,873,190,3.7,16.8,2.38
2021,Josh Kelly,97061,WR,FRESNO ST,13,13.1,7,63.4,47.1,8,17,0,5.5,3,31,169,1,77.1,48.7,73.2,,73.8,0.8,3,1,69,0,0,368,3,52,95.9,353,30.4,112,101.4,82,3,68.8,253,774,257,4.9,14.9,2.19
