year,player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
2020,Amari Rodgers,61212,WR,CLEMSON,12,99,0,140,8.3,1,68.8,0,0,1,15.4,2,8,1,55.5,67.8,0,67,0,0,99,11,90.9,90,150.8,16,16.2,3,199,106,9.6,18.1,2.21,0,7.8,16,80.5,20,1,5,6.1,4,33,0,76,83.6,1,83,0,0,270,62,97.4,263,117.6,77,77.8,3,801,494,8,12.9,3.05
2020,Billy Kemp IV,77037,WR,VIRGINIA,10,97,0,335,8.6,7,60,33.3,1,3,10,2,9,0,61.3,72.8,1,29,0,0,85,18,94.1,80,62.1,30,30.9,0,172,104,5.8,9.6,2.15,0,7.4,9,76.5,33.3,2,6,4.9,2,22,0,77.1,78.7,3,24,0.5,1,206,39,94.7,195,76.2,51,52.6,0,427,187,4.8,10.9,2.19
2020,Jaivon Heiligh,84159,WR,COAST CAR,12,93,0,141,11.3,1,57.9,42.9,3,7,0,0,10,0,81.5,81.8,0,23,0,0,58,11,91.4,53,117.5,19,20.4,3,126,40,3.6,11.5,2.38,0,13.8,8,72.7,45.5,5,11,11.1,6,33,0,58.7,86.6,1,45,0,0,210,48,94.3,198,126.3,66,71,4,788,232,4.8,16.4,3.98
2020,Xavier Hutchinson,122518,WR,IOWA STATE,12,93,0,193,10.7,3,74.1,50,3,6,0,0,12,0,85.9,74.4,1,28,0,0,111,20,91,101,93.1,27,29,1,210,71,3.6,10.5,2.08,0,9.9,12,70,46.7,7,15,8.7,4,23,0,66.6,72.8,2,65,0,0,232,42,96.1,223,101.2,60,64.5,3,547,287,6.8,13,2.45
2020,Tylan Wallace,61577,WR,OKLA STATE,9,92,0,262,14.9,2,42.9,37.5,3,8,25,3,7,0,30.2,72.7,2,40,0,0,53,9,92.5,49,45.6,21,22.8,1,159,55,6.1,17.7,3.24,0,14.7,6,68.7,61.5,8,13,2.1,1,33,0,86.9,83.9,3,55,0,0,220,46,95,209,93.9,67,72.8,2,697,226,4.9,15.2,3.33
2020,Dax Milne,84147,WR,BYU,12,91,0,128,12.2,1,68.4,60,3,5,7.1,1,8,0,67.8,70.1,0,33,0,0,73,13,94.5,69,132.9,19,20.9,4,156,47,3.6,12,2.26,0,13.4,5,81.5,50,4,8,1.9,1,41,0,88.7,90.6,0,78,0,0,233,53,94.4,220,139.3,65,71.4,4,984,322,6.1,18.6,4.47
2020,Joshua Cephus,98095,WR,UTSA,12,90,0,331,12.4,0,38.9,33.3,2,6,12.5,1,5,0,58.9,63.6,0,25,0,0,84,7,88.1,74,71.5,18,20,1,80,18,2.6,11.4,1.08,0,9.9,9,67.2,57.1,4,7,0,0,23,0,91.2,72.8,2,35,0,0,255,41,95.3,243,71.1,61,67.8,0,390,131,3.2,9.5,1.6
2020,Romeo Doubs,84329,WR,NEVADA,9,90,0,239,17.2,5,58.1,33.3,1,3,18.2,4,15,0,40.8,73.2,0,61,0,0,105,18,90.5,95,121.6,31,34.4,2,369,148,8.2,20.5,3.88,0,17,7,70.7,25,3,12,2.4,1,23,0,84.9,76.4,1,65,0,0,248,41,96,238,134.4,58,64.4,6,642,241,5.9,15.7,2.7
2020,Hunter Long,60859,TE,BOSTON COL,11,89,0,121,10.5,2,64.3,50,4,8,0,0,14,0,85.5,87.2,0,26,9.9,16,162,18,79.6,129,111,28,31.5,2,212,67,3.7,11.8,1.64,0,10,1,64.2,33.3,4,12,2.9,1,18,0,82.2,76.4,3,36,12.2,32,262,34,85.1,223,72.4,53,59.6,1,435,105,3.1,12.8,1.95
2020,Whop Philyor,61320,WR,INDIANA,8,89,0,190,11.6,4,41.7,50,2,4,6.3,1,10,0,70.9,64.7,1,37,0,0,142,15,91.5,130,61,36,40.4,2,149,65,4.3,9.9,1.15,0,7.7,7,71.4,100,5,5,5.4,2,13,1,75.6,70.5,0,63,0.6,1,159,35,93.7,149,88.4,49,55.1,0,315,151,4.3,9,2.11
2020,Kaylon Geiger,102929,WR,TROY,11,88,0,318,11,0,57.1,0,0,1,11.1,1,3,0,58.9,58,2,38,0,0,69,8,89.9,62,59.8,14,15.9,1,87,30,3.8,10.9,1.4,0,7.3,13,77.8,0,0,2,5.8,3,24,2,76,70.1,4,51,0,0,256,49,96.9,248,84.1,63,71.6,1,583,316,6.4,11.9,2.35
2020,Jaquarii Roberson,55454,WR,WAKE,9,87,0,339,12.5,1,67.9,42.9,3,7,5,1,15,0,75.2,89.2,0,80,0,0,77,19,92.2,71,142.4,28,32.2,4,297,122,6.4,15.6,4.18,0,9.7,12,74.5,50,2,4,5,2,25,0,76.8,91.2,2,55,0,0,141,38,97.9,138,109.1,51,58.6,2,590,265,7,15.5,4.28
2020,Jordan Addison,123000,WR,PITTSBURGH,10,87,0,268,9.8,5,65.5,66.7,4,6,17.4,4,11,0,44,73.7,0,55,0,0,97,19,85.6,83,104.4,29,33.3,1,252,100,5.3,13.3,3.04,0,9.7,6,69.2,42.9,3,7,12.2,5,19,0,55.1,68,2,75,0,0,225,36,95.1,214,88.2,52,59.8,2,395,203,5.6,11,1.85
2020,Jaylon Robinson,78085,WR,UCF,10,87,0,323,13.1,1,54.2,50,4,8,31.6,6,12,0,16.7,59.5,0,45,0,0,163,13,91.4,149,127.4,24,27.6,3,234,62,4.8,18,1.57,0,14.3,3,68.5,42.9,3,7,11.9,5,23,0,55.9,69.9,0,70,0,0,234,37,96.6,226,123.6,54,62.1,2,677,271,7.3,18.3,3
2020,Anthony Schwartz,84135,WR,AUBURN,10,85,0,115,10.3,3,54.3,0,0,1,9.5,2,12,0,62.7,75.6,0,23,0,0,92,19,97.8,90,79.2,35,41.2,1,188,166,8.7,9.9,2.09,0,7.1,1,75,50,1,2,9.1,3,14,1,65.1,68.6,3,91,0,0,146,30,93.8,137,91.8,40,47.1,2,401,280,9.3,13.4,2.93
2020,Jahan Dotson,84375,WR,PENN STATE,9,84,0,266,14.9,2,50,30,3,10,5.3,1,16,0,73.6,76.4,3,24,0,0,137,18,94.2,129,76.6,36,42.9,4,264,85,4.7,14.7,2.05,0,11,4,71.7,66.7,4,6,5.7,2,21,0,74,76.8,0,75,0,0,190,33,96.3,183,142.9,46,54.8,4,611,285,8.6,18.5,3.34
2020,Mike Harley Jr.,61423,WR,MIAMI FL,11,84,0,220,14.5,5,51.9,0,0,3,12.5,2,9,0,55.7,67.2,0,89,0,0,120,14,90,108,124.1,27,32.1,4,254,164,11.7,18.1,2.35,0,9.3,4,75.5,50,3,6,7.5,3,22,0,69.9,77.8,1,43,0.5,1,207,37,94.7,196,110,49,58.3,2,469,206,5.6,12.7,2.39
2020,Shi Smith,61643,WR,S CAROLINA,9,84,0,289,11,1,38.1,25,2,8,27.3,3,7,0,27.6,60.2,0,32,0,0,84,8,95.2,80,87.6,21,25,2,111,54,6.8,13.9,1.39,0,5.6,6,81.1,16.7,1,6,4.4,2,24,0,78.9,85.9,1,36,0.7,1,149,43,95.3,142,100.9,53,63.1,1,455,280,6.5,10.6,3.2
2020,Kadarius Toney,61245,WR,FLORIDA,11,84,0,163,8.1,11,78.1,66.7,2,3,3.8,1,16,0,77.8,87.5,2,57,0,0,124,25,91.1,113,132.3,32,38.1,5,435,230,9.2,17.4,3.85,0,8.4,7,86.8,50,1,2,2.9,1,22,1,81.8,75.3,1,49,0,0,217,33,95.4,207,125.3,38,45.2,2,475,206,6.2,14.4,2.29
2020,Jaden Walley,124189,WR,MISS STATE,11,83,0,227,9.6,3,69.6,57.1,4,7,5.9,1,10,0,58.8,68.8,2,37,0,0,91,16,92.3,84,72.4,23,27.7,1,188,85,5.3,11.8,2.24,0,9.3,10,64.6,20,2,10,11.4,4,19,0,57.4,67.8,2,51,0,0,252,31,98.4,248,84.8,48,57.8,1,453,183,5.9,14.6,1.83
2020,Dyami Brown,77986,WR,N CAROLINA,11,82,0,245,15.5,5,61.5,37.5,3,8,11.1,2,15,0,50.8,74.9,1,51,0,0,114,16,88.6,101,118.9,26,31.7,3,269,73,4.6,16.8,2.66,0,20,2,69.4,27.3,3,11,2.9,1,27,0,83.1,81,2,87,0,0,218,34,96.3,210,122.2,49,59.8,4,714,166,4.9,21,3.4
2020,Cornell Powell,40689,WR,CLEMSON,12,78,0,140,11.5,3,68.2,80,4,5,6.3,1,9,0,70.1,71.5,0,27,0,0,96,15,93.8,90,113.1,22,28.2,1,206,71,4.7,13.7,2.29,0,14.1,5,66.7,25,3,12,2.7,1,24,0,75.6,73.9,2,70,0,0,274,36,97.4,267,117.9,54,69.2,4,661,238,6.6,18.4,2.48
2020,David Bell,97989,WR,PURDUE,6,77,0,273,11.2,1,69.2,75,3,4,10,1,6,0,62.9,70.4,0,30,0,0,55,9,98.2,54,102.7,13,16.9,0,134,31,3.4,14.9,2.48,0,11.7,10,69.8,50,5,10,2.6,1,18,0,69.1,73.6,0,89,0,0,212,37,92.5,196,114.3,53,68.8,3,448,155,4.2,12.1,2.29
2020,Jarrin Pierce,100875,WR,MIDDLE TN,9,77,0,224,8.1,2,90.9,100,1,1,0,0,13,0,85.9,85.1,0,44,1.3,1,77,20,89.6,69,151.3,22,28.6,3,238,107,5.4,11.9,3.45,0,6.5,3,70.4,44.4,4,9,7.3,3,13,0,71.2,63,1,30,0,0,232,38,95.7,222,79.2,54,70.1,0,339,191,5,8.9,1.53
2020,John Metchie III,97400,WR,ALABAMA,13,76,0,103,13.3,1,62.5,12.5,1,8,11.8,2,11,0,60.2,67.9,0,45,0,0,120,15,90,108,121.7,24,31.6,2,229,72,4.8,15.3,2.12,0,13,4,75.6,50,2,4,8.1,3,21,0,67.1,69.5,0,78,0,0,260,34,95.8,249,146.8,45,59.2,4,620,262,7.7,18.2,2.49
2020,Khalil Shakir,84140,WR,BOISE ST,7,76,0,120,10.2,3,58.8,40,2,5,0,0,7,0,81.5,73.8,0,32,0,0,56,10,91.1,51,81,17,22.4,0,122,50,5,12.2,2.39,0,11.3,9,67.3,50,5,10,10.3,4,20,0,61.9,86.4,2,52,0,0,147,35,97.3,143,115.6,52,68.4,5,517,225,6.4,14.8,3.62
2020,Kayshon Boutte,124087,WR,LSU,10,76,0,211,12.5,4,63.6,20,1,5,12.5,2,10,0,58.6,79.3,0,43,0,0,78,14,94.9,74,140.3,22,28.9,3,241,102,7.3,17.2,3.26,0,12.1,6,59.6,27.3,3,11,12.5,4,18,0,54.4,66.7,0,47,0,0,203,28,97,197,94.4,47,61.8,1,401,178,6.4,14.3,2.04
2020,Rashee Rice,97605,WR,SMU,10,76,0,287,8,4,40.7,37.5,3,8,31.3,5,8,1,28.3,62,1,42,0,0,109,11,89,97,65.2,27,35.5,2,129,69,6.3,11.7,1.33,0,9.3,7,75,83.3,5,6,10.8,4,19,0,60,68.7,2,55,0,0,232,33,97,225,101.5,44,57.9,1,510,226,6.8,15.5,2.27
2020,Josh Ali,61359,WR,KENTUCKY,11,76,0,202,8.2,3,62.9,33.3,1,3,4.3,1,8,2,75.9,65.2,1,26,0,0,98,22,92.9,91,77.1,35,46.1,1,210,150,6.8,9.5,2.31,0,2.1,4,78.9,0,0,1,6.3,2,11,0,72.7,68.4,2,33,0,0,132,30,93.9,124,72.6,38,50,0,254,249,8.3,8.5,2.05
2020,Jacob Cowing,100894,WR,UTEP,8,75,0,330,15.4,0,64.7,40,2,5,8.3,1,9,0,64.6,74.9,0,82,0,0,70,11,92.9,65,103.8,17,22.7,0,195,76,6.9,17.7,3,0,18.6,2,52.9,42.9,3,7,18.2,6,19,0,38.6,77.4,1,52,0,0,142,27,92.3,131,95.5,51,68,3,464,92,3.4,17.2,3.54
2020,Tahj Washington,97288,WR,MEMPHIS,11,75,0,218,15.4,0,37.5,50,4,8,10,1,8,0,61,60.8,1,36,0,0,146,9,93.2,136,63.2,24,32,1,192,41,4.6,21.3,1.41,0,10.6,8,68.3,50,2,4,3.4,1,17,2,80,62.5,1,92,0,0,256,28,94.9,243,103.8,41,54.7,1,461,261,9.3,16.5,1.9
2020,Zakhari Franklin,97620,WR,UTSA,10,75,0,331,10.9,0,47.6,0,0,4,16.7,2,6,1,47.1,61.2,0,45,0,0,80,10,87.5,70,86.2,21,28,1,144,43,4.3,14.4,2.06,0,15.4,2,72.3,50,4,8,0,0,20,0,90.1,75.7,1,52,0,0,229,34,95.2,218,127,47,62.7,4,509,114,3.4,15,2.33
2020,Bo Melton,61610,WR,RUTGERS,9,74,0,278,17.1,1,45.8,33.3,2,6,26.7,4,8,0,35.9,69.4,0,61,0,0,103,11,95.1,98,114.4,24,32.4,4,199,45,4.1,18.1,2.03,0,9.4,8,70.2,30,3,10,5.7,2,19,0,74.1,72,3,66,0,0,207,33,94.7,196,83.6,47,63.5,2,400,213,6.5,12.1,2.04
2020,Dez Fitzpatrick,42349,WR,LOUISVILLE,11,73,0,210,11.4,6,66.7,50,2,4,12.5,2,10,0,55.5,70.7,1,39,1,1,102,14,94.1,96,82,21,28.8,0,223,83,5.9,15.9,2.32,0,14.6,3,57.1,28.6,2,7,9.7,3,22,1,63.6,76.7,2,82,0,0,218,28,96.8,211,103.6,49,67.1,3,594,296,10.6,21.2,2.82
2020,Tyler Snead,90863,WR,E CAROLINA,9,72,0,156,6.6,1,66.7,33.3,1,3,5.9,1,7,0,70.9,64,1,24,0,0,115,16,92.2,106,75,24,33.3,1,120,37,2.3,7.5,1.13,0,6.7,10,73.2,28.6,2,7,0,0,13,0,89.2,74.1,0,46,0,0,150,30,94,141,112.2,41,56.9,2,324,168,5.6,10.8,2.3
2020,Erik Ezukanma,78148,WR,TEXAS TECH,10,72,0,315,14.2,2,68.4,80,4,5,13.3,2,9,1,55.5,78.4,1,48,0,0,62,13,93.5,58,128.8,19,26.4,3,248,74,5.7,19.1,4.28,0,13.7,11,62.2,50,7,14,9.7,3,17,0,62.4,67.5,1,57,0,0,250,28,97.2,243,101.8,45,62.5,2,457,173,6.2,16.3,1.88
2020,Tyrice Richie,100193,WR,N ILLINOIS,6,72,0,254,10.4,1,69.2,66.7,4,6,0,0,7,0,80.1,68.9,0,17,0,0,57,9,89.5,51,113.3,13,18.1,1,87,17,1.9,9.7,1.71,0,8.6,10,76.8,55.6,5,9,10.4,5,23,0,60.4,84.8,0,39,0,0,171,43,94.7,162,117.3,56,77.8,3,449,213,5,10.4,2.77
2020,Tre Walker,52260,WR,S JOSE ST,8,71,0,285,10.2,3,63.6,66.7,2,3,17.6,3,10,0,45.4,78.1,0,50,0,0,78,14,87.2,68,131.8,22,31,2,245,137,9.8,17.5,3.6,0,9,6,63.8,0,0,3,11.8,4,17,1,57.4,67.7,0,32,0,0,219,30,94.5,207,91.2,47,66.2,1,325,101,3.4,10.8,1.57
2020,Marcell Barbee,121958,WR,TEXAS ST,12,71,0,314,13.5,2,59.1,75,6,8,7.1,1,8,0,69.9,89,1,36,0,0,71,13,83.1,59,106.3,22,31,4,181,38,2.9,13.9,3.07,0,13,4,64.1,16.7,1,6,10.7,3,16,0,59.8,65.6,0,43,0,0,232,25,93.5,217,128.7,39,54.9,4,365,166,6.6,14.6,1.68
2020,Tutu Atwell,77965,WR,LOUISVILLE,9,71,0,210,12,3,73.1,50,2,4,0,0,13,1,85.5,87.1,1,66,0,0,72,19,94.4,68,123.4,26,36.6,2,317,134,7.1,16.7,4.66,0,12,1,60,33.3,2,6,7.7,2,13,0,68.6,65.6,2,58,0,0,174,24,97.1,169,95.3,40,56.3,4,295,143,6,12.3,1.75
2020,Kawaan Baker,61639,WR,S ALABAMA,10,70,0,288,11.6,2,62.5,40,2,5,0,0,7,0,80.9,77.7,0,34,0,0,60,10,93.3,56,130.7,16,22.9,3,142,50,5,14.2,2.54,0,7.1,13,75,53.8,7,13,10,4,16,0,62.3,69.9,0,80,0,0,269,36,94.1,253,126.5,48,68.6,3,473,279,7.8,13.1,1.87
2020,Yo'Heinz Tyler,78181,WR,BALL ST,8,70,0,117,12.1,3,40.9,30,3,10,25,3,7,0,29.8,67.3,1,64,0,0,59,9,96.6,57,62.3,22,31.4,1,158,82,9.1,17.6,2.77,0,11.5,2,70,81.8,9,11,12.5,4,21,0,54.4,68.9,1,48,0,0,192,28,95.3,183,124.8,40,57.1,4,398,105,3.8,14.2,2.17
2020,Sam Pinckney,84197,WR,GA STATE,10,70,0,175,19.1,1,53.8,57.1,4,7,0,0,5,0,80.1,71.5,1,46,0,0,78,7,93.6,73,87,13,18.6,1,145,57,8.1,20.7,1.99,0,14.6,5,72.9,55.6,5,9,2.8,1,22,1,83.2,78.4,0,65,0,0,190,35,97.4,185,149.7,48,68.6,5,611,196,5.6,17.5,3.3
2020,Jo'quavious Marks,124179,HB,MISS STATE,11,69,0,227,-0.5,1,62.5,0,0,1,0,0,4,0,76.3,71.2,0,12,31.5,23,73,5,67.1,49,72.4,8,11.6,0,35,53,10.6,7,0.71,0,-0.9,3,94.7,50,1,2,2.7,1,8,1,83.1,62.8,0,13,4.3,8,187,36,95.2,178,82.5,38,55.1,0,144,184,5.1,4,0.81
2020,Keylon Stokes,65080,WR,TULSA,9,69,0,320,11.8,1,67.6,62.5,5,8,4.2,1,16,0,66.7,78.4,0,49,0,0,120,23,93.3,112,99.6,34,49.3,0,336,75,3.3,14.6,3,0,13.5,5,58.6,100,1,1,10.5,2,15,0,60.2,70.7,4,34,0,0,145,17,94.5,137,69.3,29,42,2,243,88,5.2,14.3,1.77
2020,Dazz Newsome,61510,WR,N CAROLINA,12,69,0,245,18.5,0,58.8,66.7,2,3,16.7,2,8,0,49.8,67.7,0,44,0,0,109,10,92.7,101,133.1,17,24.6,3,173,51,5.1,17.3,1.71,0,5.7,11,86.4,100,2,2,5,2,21,0,76.8,70.8,0,75,0,0,228,38,96.5,220,122.5,44,63.8,2,430,255,6.7,11.3,1.95
2020,Cam Johnson,84497,WR,VANDERBILT,9,69,0,333,9.2,3,81.8,100,4,4,0,0,8,0,85.1,74.8,0,35,0,0,83,18,97.6,81,121.4,22,31.9,1,209,68,3.8,11.6,2.58,0,5.6,9,78.6,33.3,1,3,2.9,1,16,1,81.8,71.2,4,40,0,0,154,33,94.8,146,64.7,42,60.9,1,299,222,6.7,9.1,2.05
2020,Emeka Emezie,61517,WR,NC STATE,12,69,0,248,14.8,0,84.2,83.3,5,6,0,0,12,0,84.2,83.7,1,42,0,0,96,16,90.6,87,136.4,19,27.5,3,302,67,4.2,18.9,3.47,0,13.3,5,60.4,80,4,5,9.4,3,15,0,63.3,68.1,1,55,0,0,224,29,94.6,212,93.1,48,69.6,2,409,129,4.4,14.1,1.93
2020,Ty Fryfogle,61321,WR,INDIANA,8,69,0,190,15.3,0,46.9,50,7,14,11.8,2,11,0,57.1,76.3,0,56,0,0,141,15,90.1,127,103.6,32,46.4,2,320,78,5.2,21.3,2.52,0,15.7,4,58.8,37.5,3,8,0,0,16,0,85.9,78.2,1,65,0,0,162,20,93.8,152,127.9,34,49.3,5,404,151,7.6,20.2,2.66
2020,Josh Johnson,61329,WR,TULSA,9,68,0,320,9.7,2,55.2,33.3,1,3,20,4,10,0,40.6,62.3,1,23,0,0,111,16,93.7,104,80.4,29,42.6,2,165,40,2.5,10.3,1.59,0,12.8,1,58.8,0,0,4,9.1,2,9,0,54.9,69.9,1,66,0,0,133,20,95.5,127,116.1,34,50,4,310,92,4.6,15.5,2.44
2020,Reggie Todd,61462,WR,TROY,11,68,0,318,10.8,4,61.5,25,1,4,0,0,6,0,79.3,68.6,0,41,0,0,76,8,93.4,71,134.3,13,19.1,3,129,76,9.5,16.1,1.82,0,11.7,5,72.7,50,3,6,5.9,2,19,0,73.4,65.9,0,48,0,0,244,32,95.9,234,112.2,44,64.7,2,363,110,3.4,11.3,1.55
2020,Thomas Hennigan,61125,WR,APP STATE,12,68,0,108,13.5,0,45.5,33.3,2,6,16.7,2,7,0,47.4,62.2,1,39,0,0,82,10,91.5,75,57.4,22,32.4,1,112,22,2.2,11.2,1.49,0,9.8,9,83.7,50,3,6,0,0,19,0,90.4,76.2,0,51,0.5,1,201,36,95,191,129.3,43,63.2,2,486,152,4.2,13.5,2.54
2020,Terrace Marshall Jr.,84271,WR,LSU,7,67,0,211,8.7,4,76.9,50,2,4,9.1,2,15,0,53.7,87.1,0,75,0,0,88,20,94.3,83,153.5,26,38.8,6,298,158,7.9,14.9,3.59,0,9.9,3,66.7,100,7,7,14.3,4,14,1,49.8,69.4,2,51,0,0,141,24,98.6,139,102.3,36,53.7,3,346,104,4.3,14.4,2.49
2020,DJ Turner,47663,WR,PITTSBURGH,11,67,0,268,9.4,3,75,66.7,2,3,6.3,1,9,1,69.9,67.1,1,60,0,0,97,15,90.7,88,101.7,20,29.9,1,198,120,8,13.2,2.25,0,10.5,6,60,18.2,2,11,14.3,4,14,1,51.4,65.1,0,51,0,0,194,24,94.3,183,95.1,40,59.7,1,333,138,5.8,13.9,1.82
2020,Sean Dykes,40468,TE,MEMPHIS,11,67,0,218,5.3,0,73.7,33.3,2,6,0,0,3,0,83.3,51.1,0,11,13.9,17,122,14,77.9,95,96.2,19,28.4,1,69,30,2.1,4.9,0.73,0,11.6,3,67.5,50,3,6,6.9,2,19,0,71,83.7,2,48,10.7,22,205,27,85.4,175,94.2,40,59.7,1,464,219,8.1,17.2,2.65
2020,Brandon Bowling,42151,WR,ARK STATE,11,67,0,113,8.1,1,50,,0,0,0,0,3,0,74.9,57,0,14,0,0,77,4,94.8,73,57.8,8,11.9,0,27,17,4.3,6.8,0.37,0,14.2,3,57.1,60,3,5,9.7,3,16,0,63.7,61.1,2,47,0,0,319,28,95.3,304,102.3,49,73.1,5,419,183,6.5,15,1.38
