year,player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
2022,Tyrin Smith,145487,WR,UTEP,12,122,0,330,12.8,4,57.7,50,1,2,0,0,13,0,84.2,81.6,1,32,0,0,80,15,92.5,74,102.2,26,21.3,3,185,49,3.3,12.3,2.5,0,13.8,7,59.1,20,1,5,13.3,6,23,1,39.5,67.6,2,74,0,0,243,39,95.5,232,94.5,66,54.1,3,644,184,4.7,16.5,2.78
2022,Jacob Cowing,100894,WR,ARIZONA,12,122,0,109,8.1,9,70,50,2,4,6.7,2,24,1,71.4,89.5,1,39,0,0,132,28,93.9,124,132.6,40,32.8,5,413,284,10.1,14.8,3.33,0,7.2,2,74.6,60,3,5,4.1,2,19,0,80.7,69.8,2,38,0,0,281,47,96.4,271,81.7,63,51.6,0,464,272,5.8,9.9,1.71
2022,Marvin Harrison Jr.,145056,WR,OHIO STATE,13,118,0,260,14.9,0,55.3,56.3,9,16,8.7,2,17,0,65.9,87.4,0,42,0,0,104,21,91.3,95,122,38,32.2,4,354,78,3.7,16.9,3.73,0,14.4,5,70.7,70,7,10,2.4,1,32,0,84.9,86.2,1,58,0,0,216,41,97.7,211,140.7,58,49.2,7,658,170,4.1,16,3.12
2022,Jalen McMillan,131905,WR,WASHINGTON,13,118,0,340,15.5,2,59.5,16.7,1,6,8.3,2,14,0,67.6,72.6,0,84,0,0,137,22,92.7,127,101.7,37,31.4,1,365,126,5.7,16.6,2.87,0,12.2,12,73,50,4,8,6.1,3,32,0,75,76.5,3,75,0,0,285,46,97.5,278,106.6,63,53.4,4,640,280,6.1,13.9,2.3
2022,Josh Downs,122832,WR,N CAROLINA,11,116,0,245,9.6,4,82.5,55.6,5,9,2.9,1,24,0,81.8,92.1,0,43,0,0,114,33,93,106,147.3,40,34.5,7,394,119,3.6,11.9,3.72,0,8.1,3,86.2,100,5,5,0,0,26,1,92.1,77.2,0,38,0,0,265,50,96.6,256,122.9,58,50,3,543,237,4.7,10.9,2.12
2022,Will Sheppard,124360,WR,VANDERBILT,12,116,0,333,13.6,4,40.5,21.4,3,14,6.3,1,12,0,70.9,70.9,4,31,0,0,108,15,91.7,99,51.2,37,31.9,4,168,53,3.5,11.2,1.7,0,13.6,8,60.3,31.6,6,19,2.8,1,24,2,83.1,74.3,2,31,0,0,210,35,96.2,202,91.5,58,50,3,505,183,5.2,14.4,2.5
2022,Brian Cobbs,84285,WR,UTAH ST,13,116,0,329,14.1,2,51.6,55.6,5,9,20,4,10,0,40.8,61.4,1,36,0,0,158,16,89.2,141,56.9,31,26.7,0,188,50,3.1,11.8,1.33,0,11.9,5,73.9,60,6,10,1.9,1,29,0,87.9,77.7,6,44,0.8,2,253,51,91.3,231,86,69,59.5,4,650,146,2.9,12.7,2.81
2022,Corey Crooms,97276,WR,W MICHIGAN,12,115,0,347,16.1,0,43.8,42.9,3,7,12.5,2,10,0,55.5,67.9,1,36,0,0,137,14,92,126,74.3,32,27.8,2,215,19,1.4,15.4,1.71,0,12.3,3,52.2,20,3,15,2.7,1,23,0,83.8,75.5,4,75,0,0,232,36,94.4,219,66.9,69,60,3,514,223,6.2,14.3,2.35
2022,Jason Brownlee,121451,WR,SO MISS,13,115,0,296,13.5,2,31.8,28.6,2,7,12.5,1,5,1,58.9,53.9,2,23,0,0,78,7,85.9,67,22.2,22,19.1,1,86,34,4.9,12.3,1.28,0,16,5,51.4,50,10,20,5.3,2,25,0,70,83,5,76,0,0,237,36,92.8,220,81.1,70,60.9,6,628,159,4.4,17.4,2.85
2022,Xavier Worthy,144718,WR,TEXAS,13,113,0,311,17.7,1,39.1,50,2,4,10,1,6,0,61,73.5,0,30,0,0,75,9,94.7,71,74.7,23,20.4,1,141,87,9.7,15.7,1.99,0,17.5,2,54.8,14.3,1,7,11.1,5,23,1,58.2,63.9,3,45,0.4,1,258,40,95.7,247,73.4,73,64.6,3,509,208,5.2,12.7,2.06
2022,Jalen Cropper,97273,WR,FRESNO ST,14,113,0,169,13.8,4,56.7,28.6,2,7,22.7,5,12,0,29.6,70.6,0,75,0,0,111,17,91.9,102,131.8,30,26.5,3,354,182,10.7,20.8,3.47,0,8.7,9,78.1,0,0,4,2,1,27,0,81.7,72.2,3,65,0,0,264,50,97.3,257,88,64,56.6,1,548,279,5.6,11,2.13
2022,Demario Douglas,104155,WR,LIBERTY,13,112,0,206,14.8,4,52.2,50,1,2,14.3,2,10,0,51.7,81.7,3,39,0,0,76,12,90.8,69,85.6,23,20.5,3,221,80,6.7,18.4,3.2,0,11.7,12,71.1,50,6,12,3.6,2,30,0,77.6,77.4,4,51,0,0,276,54,94.9,262,83.4,76,67.9,2,644,326,6,11.9,2.46
2022,Joshua Cephus,98095,WR,UTSA,13,112,0,331,7.9,2,71.4,80,4,5,9.1,2,13,0,63.6,67.7,0,51,0,0,149,20,95.3,142,127.8,28,25,2,285,159,8,14.3,2.01,0,8.5,15,78.7,50,5,10,0,0,29,1,93.1,78.1,1,65,0,0,315,59,94.9,299,112.7,75,67,4,609,299,5.1,10.3,2.04
2022,Jose Barbon,78032,WR,TEMPLE,12,111,0,306,9.8,4,63.6,80,8,10,0,0,11,0,86.3,71.3,1,24,0,0,136,21,97.1,132,79.2,33,29.7,1,211,71,3.4,10,1.6,0,12.1,9,65.6,46.7,7,15,8.7,4,24,0,66.5,71.7,2,78,0,0,248,42,96.4,239,87.3,64,57.7,1,589,238,5.7,14,2.46
2022,Justin Marshall,61394,WR,BUFFALO,13,110,0,126,15.6,1,41.7,33.3,4,12,9.1,1,8,0,62.9,66.6,0,38,0,0,112,10,97.3,109,92.2,24,21.8,2,159,24,2.4,15.9,1.46,0,13.9,1,66.1,61.1,11,18,4.7,2,22,0,78.1,73.1,1,34,0,0,252,41,96.8,244,102.7,62,56.4,4,457,61,1.5,11.1,1.87
2022,Trey Palmer,99248,WR,NEBRASKA,12,110,0,238,13.2,1,41.7,62.5,5,8,23.1,3,8,0,33.2,64.1,1,24,0,0,91,10,96.7,88,39.2,24,21.8,0,114,29,2.9,11.4,1.3,0,13.2,9,67.6,15.4,2,13,12.7,7,23,0,53.6,81.5,2,87,0,0,204,48,94.6,193,109.4,71,64.5,5,669,271,5.6,13.9,3.47
2022,Rome Odunze,73774,WR,WASHINGTON,12,110,0,340,19.8,3,46.4,14.3,1,7,13.3,2,12,0,53.9,69.4,0,61,0,0,127,13,92.1,117,129.3,28,25.5,5,329,81,6.2,25.3,2.81,0,11.6,5,77.6,37.5,3,8,3.7,2,35,0,82.7,80.6,0,48,0,0,279,52,95.7,267,115.2,67,60.9,1,701,236,4.5,13.5,2.63
2022,Shocky Jacques-Louis,77960,WR,AKRON,12,110,0,102,14.7,2,58.8,61.5,8,13,0,0,15,0,74.4,72.2,2,34,0,0,138,20,94.9,131,66.4,34,30.9,1,245,46,2.3,12.3,1.87,0,10.1,5,73.8,30,3,10,4.3,2,26,1,80.2,72.6,2,41,0.7,2,302,45,95.4,288,85.6,61,55.5,0,523,159,3.5,11.6,1.82
2022,Keylon Stokes,65080,WR,TULSA,12,110,0,320,9.8,4,65.7,42.9,6,14,8,2,13,1,66.7,74.1,0,76,0,0,133,23,93.2,124,140.3,35,31.8,4,381,169,7.3,16.6,3.07,0,12.3,8,72.1,87.5,7,8,10.2,5,27,0,61.3,77.1,2,50,0,0,241,44,94.6,228,109.5,61,55.5,3,652,190,4.3,14.8,2.86
2022,Sam Pinckney,84197,WR,COAST CAR,13,110,0,141,16.5,4,50,33.3,1,3,14.3,1,5,0,33.8,63,1,48,0,0,70,6,91.4,64,84.4,12,10.9,1,137,49,8.2,22.8,2.14,0,11.5,8,67.5,56.3,9,16,8.5,5,31,0,66.9,75.2,2,38,0,0,254,54,94.9,241,87.8,80,72.7,1,685,127,2.4,12.7,2.84
2022,Mac Hippenhammer,61591,WR,MIAMI OH,13,109,0,221,14.8,0,50,57.1,4,7,5.9,1,12,0,70.9,72.4,0,47,0,0,104,16,94.2,98,112.4,32,29.4,5,223,72,4.5,13.9,2.28,0,17.2,0,60.3,90.9,10,11,2.8,1,23,0,82.8,75.2,1,58,0,0,251,35,97.6,245,100.9,58,53.2,3,536,71,2,15.3,2.19
2022,Elijah Cooks,61501,WR,S JOSE ST,12,109,0,285,14.4,5,50.9,41.7,10,24,9.4,3,27,0,65.1,85,0,39,0,0,206,29,94.2,194,115.5,57,52.3,5,571,145,5,19.7,2.94,0,10.8,3,82.1,70,7,10,3,1,17,0,81.8,70.7,0,35,0,0,214,32,93.9,201,124.6,39,35.8,2,382,80,2.5,11.9,1.9
2022,Tory Horton,128232,WR,COLO STATE,12,109,0,144,16.2,8,62.9,40,4,10,15.4,4,15,0,48.5,81,2,56,0,0,127,22,92.9,118,99,35,32.1,2,414,118,5.4,18.8,3.51,0,9.8,4,68.5,50,3,6,9.8,4,16,0,63.2,70.8,4,69,0,0,222,37,94.6,210,97.1,54,49.5,5,492,224,6.1,13.3,2.34
2022,Daniel George,84378,WR,AKRON,12,108,0,102,12.7,2,57.7,16.7,1,6,0,0,8,0,83.8,66.9,1,43,0,0,149,15,96,143,82.9,26,24.1,1,224,63,4.2,14.9,1.57,0,8.1,7,69.5,18.2,2,11,2.4,1,25,1,84.9,69,2,29,0.3,1,318,41,95.6,304,84.4,59,54.6,1,465,208,5.1,11.3,1.53
2022,Jaylen Hall,61825,WR,W KENTUCKY,14,107,0,346,12.3,2,54.5,33.3,3,9,7.7,1,8,0,66.1,58.8,0,46,0,0,164,12,89.6,147,120.5,22,20.6,4,176,58,4.8,14.7,1.2,0,11.2,7,65.8,47.4,9,19,10.7,6,27,1,59.7,58.6,2,52,0,0,409,50,97.3,398,88.7,76,71,2,620,249,5,12.4,1.56
2022,Grant DuBose,111276,WR,CHARLOTTE,12,106,0,136,13.5,3,44,40,4,10,15.4,2,7,0,49.5,62.2,1,25,0.8,1,127,11,87.4,111,86.3,25,23.6,3,148,57,5.2,13.5,1.33,0,11.3,8,65.2,38.5,5,13,6.5,3,29,0,72.8,74.2,2,52,0,0,270,43,93,251,89.8,66,62.3,2,570,228,5.3,13.3,2.27
2022,Emeka Egbuka,145055,WR,OHIO STATE,13,106,0,260,9.9,2,65.5,33.3,2,6,9.5,2,15,0,63.6,76.9,0,42,0,0,105,19,91.4,96,127.8,29,27.4,3,255,112,5.9,13.4,2.66,0,9.6,4,72.4,62.5,5,8,4.5,2,27,0,78.9,78.9,2,69,0,0,205,42,98.5,202,108.3,58,54.7,2,678,338,8,16.1,3.36
2022,Bryce Ford-Wheaton,78127,WR,W VIRGINIA,12,105,0,343,14.2,0,39.3,30.8,4,13,21.4,3,9,0,36.2,63.9,1,35,0,0,94,11,90.4,85,51.2,28,26.7,1,130,21,1.9,11.8,1.53,0,10.6,5,66.2,66.7,12,18,6.5,3,24,0,72.6,71.6,4,67,0,0,260,43,95,247,88.9,65,61.9,5,495,231,5.4,11.5,2
2022,Isaiah Williams,97156,WR,ILLINOIS,13,104,0,187,5.2,6,73.1,60,3,5,0,0,8,1,85.9,72.3,0,46,0,0,80,19,87.5,70,97.3,26,25,1,134,127,6.7,7.1,1.91,0,3.2,19,80.3,66.7,2,3,8.6,5,21,1,66.9,71.4,3,63,0.4,1,245,53,96.3,236,87.5,66,63.5,2,470,430,8.1,8.9,1.99
2022,Ryan O'Keefe,101139,WR,UCF,13,104,0,323,4.9,1,60,0,0,1,10,1,3,0,61.4,55.4,0,14,0,0,73,9,89,65,87.6,15,14.4,1,48,59,6.6,5.3,0.74,0,7,9,71.4,40,2,5,9.1,5,21,0,64.7,69,1,68,0,0,235,50,94.9,223,101.9,70,67.3,3,537,330,6.6,10.7,2.41
2022,Jeremy Singleton,61289,WR,GA SOUTHRN,12,103,0,174,8.1,0,66.7,42.9,3,7,5.9,1,9,0,70.9,70.7,0,33,0,0,106,16,95.3,101,103.5,24,23.3,1,184,61,3.8,11.5,1.82,0,9.3,0,65.1,23.5,4,17,0,0,17,0,91.3,65.3,3,65,0,0,278,41,95.3,265,66.3,63,61.2,0,451,199,4.9,11,1.7
2022,Tre Harris,122676,WR,LA TECH,12,102,0,208,11.8,4,63.9,62.5,10,16,4.2,1,18,1,77.2,89.4,3,64,0,0,120,23,90.8,109,104.5,36,35.3,4,405,164,7.1,17.6,3.72,0,10.7,5,61.8,35.7,5,14,12.8,5,16,0,54.3,66.6,1,58,0.4,1,263,34,93.5,246,105.5,55,53.9,4,465,222,6.5,13.7,1.89
2022,Quian Williams,61237,WR,BUFFALO,13,102,0,126,13.1,1,50,20,1,5,6.3,1,13,0,69.9,71.4,1,26,0,0,111,15,96.4,107,84.6,30,29.4,3,154,35,2.3,10.3,1.44,0,11.4,7,68.5,33.3,4,12,0,0,22,2,84.2,67.2,2,59,0,0,257,37,95.3,245,84.6,54,52.9,1,450,159,4.3,12.2,1.84
2022,Tyler Hudson,102567,WR,LOUISVILLE,12,102,0,210,11.9,4,61.3,61.5,8,13,5,1,15,0,73.6,82.6,0,40,0,0,92,19,92.4,85,90.3,31,30.4,0,276,108,5.7,14.5,3.25,0,12.6,3,71.2,66.7,8,12,2.6,1,24,1,85.2,74.1,2,54,0,0,230,37,93.5,215,97.8,52,51,1,574,172,4.6,15.5,2.67
2022,J.Michael Sturdivant,146288,WR,CAL,12,102,0,130,16.7,3,56.7,57.1,4,7,15,3,13,0,49,76,0,36,0,0,107,17,92.5,99,119.4,30,29.4,3,265,59,3.5,15.6,2.68,0,8.6,3,62,37.5,3,8,20.5,8,16,0,31.7,62.1,1,48,0,0,265,31,95.1,252,86.4,50,49,2,332,152,4.9,10.7,1.32
2022,Derwin Burgess Jr.,147111,WR,GA SOUTHRN,10,101,0,174,10.5,0,68.2,71.4,5,7,0,0,11,0,83.8,73.1,0,35,0,0,98,15,94.9,93,131.4,22,21.8,3,174,48,3.2,11.6,1.87,0,12.9,1,52.3,54.5,6,11,10.5,4,22,0,60,61,5,44,0,0,287,34,95.8,275,55.6,65,64.4,3,415,121,3.6,12.2,1.51
2022,Malik Washington,97108,WR,NWESTERN,12,101,0,256,10.5,4,59.3,25,1,4,5.9,1,8,1,70.9,62.1,0,32,0,0,106,16,95.3,101,87.7,27,26.7,1,155,78,4.9,9.7,1.53,0,8.1,12,69,42.9,6,14,0,0,19,0,91,74.7,5,46,0,0,239,40,96.2,230,53.2,58,57.4,0,412,198,5,10.3,1.79
2022,LaJohntay Wester,123616,WR,FAU,12,101,0,165,21.4,0,38.9,42.9,3,7,30,3,6,0,25.3,58.3,0,36,0,0,102,7,96.1,98,81.7,18,17.8,1,124,12,1.7,17.7,1.27,0,7.5,10,69.1,54.5,6,11,4.1,2,23,0,80.9,76.4,2,42,0.4,1,244,47,96.7,236,104,68,67.3,5,523,259,5.5,11.1,2.22
2022,Michael Mayer,122906,TE,NOTRE DAME,12,101,0,258,9.3,6,60,63.6,7,11,4.5,1,16,1,75.2,89.2,1,37,4.3,5,116,21,90.5,105,107.9,35,34.7,4,249,102,4.9,11.9,2.37,0,7.3,6,70.2,80,8,10,4.8,2,24,0,78.1,90.3,3,30,2.6,5,191,40,94.8,181,96.6,57,56.4,4,473,187,4.7,11.8,2.61
2022,Elijhah Badger,131603,WR,ARIZONA ST,12,100,0,110,12,5,61.5,57.1,4,7,0,0,11,1,84.2,72.3,0,39,0,0,101,16,95,96,124.4,26,26,4,196,62,3.9,12.3,2.04,0,7.9,16,79.3,66.7,4,6,8,4,24,0,68.1,73.3,0,37,0,0,231,46,96.5,223,112.5,58,58,1,558,249,5.4,12.1,2.5
2022,Jalen Wayne,61640,WR,S ALABAMA,13,100,0,288,13.1,1,40,100,2,2,14.3,1,3,0,53.4,53.4,1,19,0,0,88,6,92,81,26.3,15,15,0,67,31,5.2,11.2,0.83,0,14.4,5,58.2,14.3,1,7,13.3,6,32,0,52.2,72.4,5,64,0.3,1,289,39,97.6,282,89.6,67,67,6,647,219,5.6,16.6,2.29
2022,Malik Nabers,146759,WR,LSU,14,100,0,211,11.7,4,71,66.7,4,6,0,0,19,1,86.7,78.7,1,60,0,0,134,22,88.8,119,113.8,31,31,2,331,109,5,15,2.78,0,10.2,16,76.8,66.7,8,12,8.5,4,26,0,66.5,72.6,0,75,0.4,1,226,43,95.6,216,113.8,56,56,1,562,271,6.3,13.1,2.6
2022,Javon Baker,123904,WR,UCF,14,100,0,323,12.4,1,36,28.6,2,7,30.8,4,8,0,24.6,66.1,0,24,0,0,92,9,90.2,83,80.8,25,25,2,132,28,3.1,14.7,1.59,0,13.2,9,62.1,75,6,8,10,4,23,0,56.1,68.4,1,53,0,0,242,36,95.5,231,88.8,58,58,1,507,183,5.1,14.1,2.19
2022,Evan Stewart,158674,WR,TEXAS A&M,10,99,0,312,11.4,0,50,25,2,8,26.3,5,10,0,27.1,63.7,2,29,0,0,116,14,95.7,111,52.7,28,28.3,1,180,54,3.9,12.9,1.62,0,11.3,8,54.8,50,4,8,11.5,3,13,0,58.6,69.8,2,43,0,0,165,23,94.5,156,56.5,42,42.4,0,289,61,2.7,12.6,1.85
2022,Sam Wiglusz,88315,WR,OHIO,14,98,0,259,11,4,72.7,62.5,5,8,8.6,3,23,0,66,91.8,1,32,0.9,1,109,32,96.3,105,131.2,44,44.9,6,405,112,3.5,12.7,3.86,0,8.2,4,76.9,0,0,2,3.2,1,12,0,80.6,64.6,0,71,0,0,227,30,94.7,215,119.4,39,39.8,2,338,180,6,11.3,1.57
2022,Smoke Harris,78918,WR,LA TECH,12,98,0,208,5.4,3,55.6,33.3,1,3,23.1,3,7,0,32.9,60,0,52,0,0,101,10,93.1,94,95.6,18,18.4,1,124,85,8.5,12.4,1.32,0,4.3,19,71.4,57.1,4,7,10.7,6,16,1,61.8,66.5,3,74,0.4,1,250,50,94.4,236,79.6,70,71.4,2,442,381,7.6,8.8,1.87
2022,Dorian Singer,146243,WR,ARIZONA,12,98,0,109,14.3,0,60,50,3,6,7.7,1,8,0,66.4,63.8,0,39,0,0,140,12,93.6,131,122.3,20,20.4,3,147,28,2.3,12.3,1.12,0,13.7,4,71.9,58.3,7,12,6.8,3,30,1,72.1,77.2,2,73,0.3,1,299,41,96,287,105.3,57,58.2,1,783,283,6.9,19.1,2.73
2022,Ronnie Bell,84288,WR,MICHIGAN,14,97,0,222,12,3,50,11.1,1,9,6.3,1,10,1,72.1,68.5,0,29,0,0,119,15,91.6,109,82.6,30,30.9,1,200,91,6.1,13.3,1.83,0,11.1,7,72.9,25,2,8,6.5,3,26,1,72.7,82.6,3,49,0,0,189,43,97.4,184,103.8,59,60.8,3,640,211,4.9,14.9,3.48
2022,Quentin Johnston,123085,WR,TCU,14,97,0,305,11.1,6,50,16.7,2,12,14.3,3,13,0,50.8,73.9,2,76,0,0,106,18,95.3,101,80,36,37.1,2,353,247,13.7,19.6,3.5,0,12.7,12,70,71.4,5,7,10.3,4,21,1,61.6,75.3,2,53,0,0,194,35,95.4,185,111,50,51.5,3,567,230,6.6,16.2,3.06
2022,Nikko Remigio,84150,WR,FRESNO ST,14,96,0,169,6.2,5,80,0,0,2,4.8,1,14,0,63.8,79.9,1,37,1.1,1,90,20,87.8,79,133.9,25,26,3,266,159,8,13.3,3.37,0,6.8,9,75.5,20,1,5,2.4,1,24,2,84.5,71.6,0,39,0,0,200,40,97.5,195,106.6,53,55.2,1,449,218,5.5,11.2,2.3
2022,Daewood Davis,61584,WR,W KENTUCKY,12,95,0,346,16.1,1,50,44.4,4,9,8.3,1,8,0,67.5,68.3,0,44,0.9,1,114,11,89.5,102,115.2,22,23.2,3,168,39,3.5,15.3,1.65,0,10.8,10,73.3,45.5,5,11,12,6,28,0,55.5,64.9,0,62,0,0,323,44,97.5,315,117,60,63.2,2,615,260,5.9,14,1.95
2022,Devontez Walker,145773,WR,KENT STATE,12,95,0,201,16.7,3,53.2,42.9,3,7,13.8,4,16,0,52.4,72.5,2,47,0,0,170,25,91.8,156,103.8,47,49.5,6,401,44,1.8,16,2.57,0,14.3,9,72.5,20,1,5,9.4,3,21,1,63.4,73,0,56,0,0,175,29,93.7,164,143.9,40,42.1,4,461,217,7.5,15.9,2.81
2022,JuanCarlos Santana,78056,WR,TULSA,12,94,0,320,14.5,2,47.6,57.1,4,7,9.1,1,5,0,62.9,57,0,28,0,0,146,10,93.2,136,108.1,21,22.3,3,135,33,3.3,13.5,0.99,0,15.7,3,60.3,60,3,5,14.6,6,24,1,48.7,66.7,1,59,0,0,259,35,95.4,247,97.8,58,61.7,2,573,97,2.8,16.4,2.32
2022,Jamari Thrash,97399,WR,GA STATE,12,94,0,175,15.7,7,67.9,0,0,4,0,0,17,0,86.3,90.8,0,75,0,0,88,19,88.6,78,146.4,28,29.8,3,378,187,9.8,19.9,4.85,0,14.4,8,66.7,66.7,4,6,7.7,3,22,0,69.7,73.8,1,73,0,0,239,36,93.7,224,116.7,54,57.4,3,626,228,6.3,17.4,2.79
2022,Xavier Weaver,101130,WR,USF,9,93,0,327,12.6,3,59.1,66.7,4,6,13.3,2,10,0,53.9,85.1,0,50,0,0,47,13,93.6,44,122.7,22,23.7,2,217,25,1.9,16.7,4.93,0,12.7,6,61.1,25,1,4,10.8,4,23,2,60,69.8,2,63,0,0,166,33,97.6,162,83.4,54,58.1,2,434,205,6.2,13.2,2.68
